caldt,prtnam,totret
1967-04-28,2,0.038169
1967-05-31,2,-0.038229
1967-06-30,2,0.020102
1967-07-31,2,0.052997
1967-08-31,2,-0.003528
1967-09-29,2,0.022324
1967-10-31,2,-0.055033
1967-11-30,2,0.001139
1967-12-29,2,0.035188
1968-01-31,2,-0.042523
1968-02-29,2,-0.032299
1968-03-29,2,-0.002186
1968-04-30,2,0.087832
1968-05-31,2,0.027728
1968-06-28,2,0.024917
1968-07-30,2,-0.022838
1968-08-30,2,0.015603
1968-09-30,2,0.054831
1968-10-31,2,0.017183
1968-11-29,2,0.067740
1968-12-31,2,-0.029055
1969-01-31,2,0.000264
1969-02-28,2,-0.066283
1969-03-28,2,0.011709
1969-04-30,2,0.019231
1969-05-29,2,-0.002423
1969-06-30,2,-0.070175
1969-07-31,2,-0.063647
1969-08-29,2,0.038623
1969-09-30,2,-0.008138
1969-10-31,2,0.071453
1969-11-28,2,-0.037184
1969-12-31,2,-0.025142
1970-01-30,2,-0.069475
1970-02-27,2,0.078154
1970-03-31,2,-0.012501
1970-04-30,2,-0.110207
1970-05-29,2,-0.073230
1970-06-30,2,-0.047269
1970-07-31,2,0.074810
1970-08-31,2,0.053405
1970-09-30,2,0.041606
1970-10-30,2,-0.023545
1970-11-30,2,0.059354
1970-12-31,2,0.070036
1971-01-29,2,0.053156
1971-02-26,2,0.015254
1971-03-31,2,0.035128
1971-04-30,2,0.039143
1971-05-28,2,-0.029396
1971-06-30,2,-0.000809
1971-07-30,2,-0.038110
1971-08-31,2,0.038622
1971-09-30,2,-0.008164
1971-10-29,2,-0.053465
1971-11-30,2,-0.010820
1971-12-31,2,0.096216
1972-01-31,2,0.028229
1972-02-29,2,0.030828
1972-03-30,2,-0.001577
1972-04-28,2,0.009247
1972-05-31,2,0.008087
1972-06-30,2,-0.031600
1972-07-31,2,-0.020876
1972-08-31,2,0.053329
1972-09-29,2,-0.019447
1972-10-31,2,0.012532
1972-11-30,2,0.064829
1972-12-29,2,-0.004682
1973-01-31,2,-0.072666
1973-02-28,2,-0.048351
1973-03-30,2,-0.016868
1973-04-30,2,-0.056923
1973-05-31,2,-0.018817
1973-06-29,2,-0.027537
1973-07-31,2,0.075621
1973-08-31,2,-0.013269
1973-09-28,2,0.092461
1973-10-31,2,-0.022232
1973-11-30,2,-0.137502
1973-12-31,2,0.011401
1974-01-31,2,0.024821
1974-02-28,2,0.011072
1974-03-29,2,-0.031194
1974-04-30,2,-0.063346
1974-05-31,2,-0.067268
1974-06-28,2,-0.030602
1974-07-31,2,-0.051076
1974-08-30,2,-0.101055
1974-09-30,2,-0.077555
1974-10-31,2,0.180727
1974-11-29,2,-0.016010
1974-12-31,2,-0.020103
1975-01-31,2,0.170444
1975-02-28,2,0.045767
1975-03-31,2,0.034752
1975-04-30,2,0.039018
1975-05-30,2,0.049506
1975-06-30,2,0.077602
1975-07-31,2,-0.058417
1975-08-29,2,-0.019709
1975-09-30,2,-0.032673
1975-10-31,2,0.059694
1975-11-28,2,0.028668
1975-12-31,2,0.000734
1976-01-30,2,0.129964
1976-02-27,2,0.018490
1976-03-31,2,0.005981
1976-04-30,2,-0.011166
1976-05-28,2,-0.004355
1976-06-30,2,0.056246
1976-07-30,2,-0.009304
1976-08-31,2,0.000684
1976-09-30,2,0.024336
1976-10-29,2,-0.028430
1976-11-30,2,0.025540
1976-12-31,2,0.071093
1977-01-31,2,-0.041749
1977-02-28,2,-0.023498
1977-03-31,2,-0.002375
1977-04-29,2,0.017972
1977-05-31,2,-0.007497
1977-06-30,2,0.049968
1977-07-29,2,-0.022395
1977-08-31,2,-0.023367
1977-09-30,2,-0.001710
1977-10-31,2,-0.036385
1977-11-30,2,0.047137
1977-12-30,2,0.006551
1978-01-31,2,-0.056730
1978-02-28,2,-0.017597
1978-03-31,2,0.041669
1978-04-28,2,0.077111
1978-05-31,2,0.026349
1978-06-30,2,-0.015197
1978-07-31,2,0.049113
1978-08-31,2,0.034739
1978-09-29,2,-0.007055
1978-10-31,2,-0.122707
1978-11-30,2,0.030086
1978-12-29,2,-0.000082
1979-01-31,2,0.053717
1979-02-28,2,-0.032655
1979-03-30,2,0.071495
1979-04-30,2,-0.002082
1979-05-31,2,-0.004581
1979-06-29,2,0.061485
1979-07-31,2,0.028702
1979-08-31,2,0.059688
1979-09-28,2,0.000589
1979-10-31,2,-0.079311
1979-11-30,2,0.066572
1979-12-31,2,0.040719
1980-01-31,2,0.066201
1980-02-29,2,-0.028564
1980-03-31,2,-0.114703
1980-04-30,2,0.055550
1980-05-30,2,0.068652
1980-06-30,2,0.040576
1980-07-31,2,0.078245
1980-08-29,2,0.025724
1980-09-30,2,0.036693
1980-10-31,2,0.012456
1980-11-28,2,0.081210
1980-12-31,2,-0.017923
1981-01-30,2,-0.033466
1981-02-27,2,0.010122
1981-03-31,2,0.078699
1981-04-30,2,-0.005402
1981-05-29,2,0.017868
1981-06-30,2,-0.014820
1981-07-31,2,-0.009930
1981-08-31,2,-0.059004
1981-09-30,2,-0.050855
1981-10-30,2,0.072120
1981-11-30,2,0.034138
1981-12-31,2,-0.021630
1982-01-29,2,-0.030523
1982-02-26,2,-0.049229
1982-03-31,2,-0.010515
1982-04-30,2,0.051075
1982-05-28,2,-0.037558
1982-06-30,2,-0.028694
1982-07-30,2,-0.034068
1982-08-31,2,0.124200
1982-09-30,2,0.014620
1982-10-29,2,0.121593
1982-11-30,2,0.047861
1982-12-31,2,0.017571
1983-01-31,2,0.025443
1983-02-28,2,0.025770
1983-03-31,2,0.028674
1983-04-29,2,0.063041
1983-05-31,2,0.023779
1983-06-30,2,0.027941
1983-07-29,2,-0.032758
1983-08-31,2,0.000948
1983-09-30,2,0.022201
1983-10-31,2,-0.021399
1983-11-30,2,0.020531
1983-12-30,2,-0.014746
1984-01-31,2,-0.013539
1984-02-29,2,-0.049732
1984-03-30,2,0.030878
1984-04-30,2,-0.005614
1984-05-31,2,-0.051595
1984-06-29,2,0.033012
1984-07-31,2,-0.015288
1984-08-31,2,0.111163
1984-09-28,2,0.004808
1984-10-31,2,0.010196
1984-11-30,2,-0.000266
1984-12-31,2,0.032467
1985-01-31,2,0.068700
1985-02-28,2,0.029176
1985-03-29,2,0.023447
1985-04-30,2,-0.000137
1985-05-31,2,0.075744
1985-06-28,2,0.021197
1985-07-31,2,-0.012026
1985-08-30,2,-0.003706
1985-09-30,2,-0.043507
1985-10-31,2,0.064660
1985-11-29,2,0.071074
1985-12-31,2,0.039717
1986-01-31,2,0.028300
1986-02-28,2,0.086322
1986-03-31,2,0.055238
1986-04-30,2,-0.019030
1986-05-30,2,0.056615
1986-06-30,2,0.013997
1986-07-31,2,-0.050849
1986-08-29,2,0.070399
1986-09-30,2,-0.080596
1986-10-31,2,0.062336
1986-11-28,2,0.010446
1986-12-31,2,-0.036718
1987-01-30,2,0.113654
1987-02-27,2,0.038281
1987-03-31,2,0.016548
1987-04-30,2,-0.032643
1987-05-29,2,0.000399
1987-06-30,2,0.054160
1987-07-31,2,0.047453
1987-08-31,2,0.030106
1987-09-30,2,-0.027398
1987-10-30,2,-0.229530
1987-11-30,2,-0.063845
1987-12-31,2,0.080519
1988-01-29,2,0.060299
1988-02-29,2,0.063211
1988-03-31,2,-0.012583
1988-04-29,2,0.004494
1988-05-31,2,-0.003310
1988-06-30,2,0.063324
1988-07-29,2,-0.014203
1988-08-31,2,-0.025364
1988-09-30,2,0.052326
1988-10-31,2,0.016748
1988-11-30,2,-0.024854
1988-12-30,2,0.015552
1989-01-31,2,0.069219
1989-02-28,2,-0.010781
1989-03-31,2,0.022747
1989-04-28,2,0.040590
1989-05-31,2,0.042598
1989-06-30,2,0.003870
1989-07-31,2,0.082353
1989-08-31,2,0.033737
1989-09-29,2,-0.007081
1989-10-31,2,-0.040586
1989-11-30,2,0.014214
1989-12-29,2,0.021253
1990-01-31,2,-0.073056
1990-02-28,2,0.022830
1990-03-30,2,0.017379
1990-04-30,2,-0.039911
1990-05-31,2,0.093382
1990-06-29,2,-0.013795
1990-07-31,2,-0.021728
1990-08-31,2,-0.089873
1990-09-28,2,-0.060298
1990-10-31,2,-0.025536
1990-11-30,2,0.087652
1990-12-31,2,0.039013
1991-01-31,2,0.056431
1991-02-28,2,0.068430
1991-03-28,2,0.020903
1991-04-30,2,0.010320
1991-05-31,2,0.052185
1991-06-28,2,-0.052629
1991-07-31,2,0.044392
1991-08-30,2,0.025904
1991-09-30,2,-0.010030
1991-10-31,2,0.018325
1991-11-29,2,-0.051021
1991-12-31,2,0.110280
1992-01-31,2,0.007903
1992-02-28,2,0.023372
1992-03-31,2,-0.018626
1992-04-30,2,0.026705
1992-05-29,2,0.008487
1992-06-30,2,-0.013041
1992-07-31,2,0.040706
1992-08-31,2,-0.020576
1992-09-30,2,0.026812
1992-10-30,2,0.015714
1992-11-30,2,0.043835
1992-12-31,2,0.011805
1993-01-29,2,0.022605
1993-02-26,2,0.014630
1993-03-31,2,0.032351
1993-04-30,2,-0.026300
1993-05-28,2,0.023693
1993-06-30,2,-0.004889
1993-07-30,2,0.009831
1993-08-31,2,0.042765
1993-09-30,2,-0.000448
1993-10-29,2,0.005701
1993-11-30,2,-0.015867
1993-12-31,2,0.026244
1994-01-31,2,0.029167
1994-02-28,2,-0.019829
1994-03-31,2,-0.037737
1994-04-29,2,0.004823
1994-05-31,2,0.002406
1994-06-30,2,-0.030397
1994-07-29,2,0.036062
1994-08-31,2,0.053128
1994-09-30,2,-0.024459
1994-10-31,2,0.017204
1994-11-30,2,-0.039793
1994-12-30,2,0.013788
1995-01-31,2,0.022741
1995-02-28,2,0.054912
1995-03-31,2,0.030854
1995-04-28,2,0.010077
1995-05-31,2,0.037068
1995-06-30,2,0.020438
1995-07-31,2,0.036896
1995-08-31,2,0.016740
1995-09-29,2,0.025652
1995-10-31,2,-0.023593
1995-11-30,2,0.057368
1995-12-29,2,0.011407
1996-01-31,2,0.029765
1996-02-29,2,0.025304
1996-03-29,2,0.021410
1996-04-30,2,0.020565
1996-05-31,2,0.013391
1996-06-28,2,-0.007980
1996-07-31,2,-0.055309
1996-08-30,2,0.034746
1996-09-30,2,0.047168
1996-10-31,2,0.011553
1996-11-29,2,0.065525
1996-12-31,2,-0.020775
1997-01-31,2,0.034968
1997-02-28,2,0.010299
1997-03-31,2,-0.042391
1997-04-30,2,0.033679
1997-05-30,2,0.065876
1997-06-30,2,0.027709
1997-07-31,2,0.083642
1997-08-29,2,-0.017409
1997-09-30,2,0.054847
1997-10-31,2,-0.032754
1997-11-28,2,0.019236
1997-12-31,2,0.036750
1998-01-30,2,-0.020439
1998-02-27,2,0.077495
1998-03-31,2,0.047448
1998-04-30,2,0.003316
1998-05-29,2,-0.025547
1998-06-30,2,0.016639
1998-07-31,2,-0.044526
1998-08-31,2,-0.142175
1998-09-30,2,0.049466
1998-10-30,2,0.088107
1998-11-30,2,0.043150
1998-12-31,2,0.033840
1999-01-29,2,-0.017054
1999-02-26,2,-0.015324
1999-03-31,2,0.030006
1999-04-30,2,0.084676
1999-05-28,2,0.009830
1999-06-30,2,0.020874
1999-07-30,2,-0.030573
1999-08-31,2,-0.027001
1999-09-30,2,-0.049547
1999-10-29,2,0.034273
1999-11-30,2,-0.011362
1999-12-31,2,0.033074
2000-01-31,2,-0.052313
2000-02-29,2,-0.062256
2000-03-31,2,0.117261
2000-04-28,2,0.014482
2000-05-31,2,0.017245
2000-06-30,2,-0.043355
2000-07-31,2,0.025355
2000-08-31,2,0.073773
2000-09-29,2,0.008801
2000-10-31,2,0.025393
2000-11-30,2,-0.032081
2000-12-29,2,0.074487
2001-01-31,2,0.022384
2001-02-28,2,-0.019344
2001-03-30,2,-0.035067
2001-04-30,2,0.061632
2001-05-31,2,0.027622
2001-06-29,2,-0.030081
2001-07-31,2,-0.010753
2001-08-31,2,-0.030493
2001-09-28,2,-0.086243
2001-10-31,2,0.005549
2001-11-30,2,0.059377
2001-12-31,2,0.025264
2002-01-31,2,-0.002166
2002-02-28,2,0.004552
2002-03-28,2,0.055882
2002-04-30,2,-0.007472
2002-05-31,2,-0.009594
2002-06-28,2,-0.050649
2002-07-31,2,-0.096527
2002-08-30,2,0.011037
2002-09-30,2,-0.093053
2002-10-31,2,0.044818
2002-11-29,2,0.040098
2002-12-31,2,-0.022277
2003-01-31,2,-0.018735
2003-02-28,2,-0.019357
2003-03-31,2,0.008949
2003-04-30,2,0.070570
2003-05-30,2,0.081100
2003-06-30,2,0.005420
2003-07-31,2,0.010921
2003-08-29,2,0.031654
2003-09-30,2,-0.011386
2003-10-31,2,0.065066
2003-11-28,2,0.025317
2003-12-31,2,0.044658
2004-01-30,2,0.016400
2004-02-27,2,0.028025
2004-03-31,2,0.002170
2004-04-30,2,-0.017905
2004-05-28,2,0.011962
2004-06-30,2,0.028337
2004-07-30,2,-0.032418
2004-08-31,2,0.007138
2004-09-30,2,0.034790
2004-10-29,2,0.025692
2004-11-30,2,0.052016
2004-12-31,2,0.038004
2005-01-31,2,-0.011797
2005-02-28,2,0.031305
2005-03-31,2,-0.004624
2005-04-29,2,-0.023146
2005-05-31,2,0.034727
2005-06-30,2,0.029952
2005-07-29,2,0.046521
2005-08-31,2,-0.011706
2005-09-30,2,0.019278
2005-10-31,2,-0.025354
2005-11-30,2,0.039034
2005-12-30,2,0.013395
2006-01-31,2,0.052483
2006-02-28,2,-0.002964
2006-03-31,2,0.017572
2006-04-28,2,0.010760
2006-05-31,2,-0.024149
2006-06-30,2,0.003585
2006-07-31,2,-0.004149
2006-08-31,2,0.022328
2006-09-29,2,0.011917
2006-10-31,2,0.038299
2006-11-30,2,0.034541
2006-12-29,2,0.005047
2007-01-31,2,0.029681
2007-02-28,2,0.006359
2007-03-30,2,0.011448
2007-04-30,2,0.032496
2007-05-31,2,0.032448
2007-06-29,2,-0.017729
2007-07-31,2,-0.033540
2007-08-31,2,-0.006607
2007-09-28,2,0.036022
2007-10-31,2,0.015738
2007-11-30,2,-0.031282
2007-12-31,2,-0.004172
2008-01-31,2,-0.055100
2008-02-29,2,-0.025421
2008-03-31,2,-0.021817
2008-04-30,2,0.061178
2008-05-30,2,0.020623
2008-06-30,2,-0.080820
2008-07-31,2,-0.029600
2008-08-29,2,0.009218
2008-09-30,2,-0.123187
2008-10-31,2,-0.199886
2008-11-28,2,-0.088673
2008-12-31,2,0.037047
2009-01-30,2,-0.061549
2009-02-27,2,-0.105357
2009-03-31,2,0.073020
2009-04-30,2,0.158847
2009-05-29,2,0.063585
2009-06-30,2,-0.005287
2009-07-31,2,0.083774
2009-08-31,2,0.043088
2009-09-30,2,0.044089
2009-10-30,2,-0.030236
2009-11-30,2,0.049009
2009-12-31,2,0.043956
2010-01-29,2,-0.029264
2010-02-26,2,0.038647
2010-03-31,2,0.061889
2010-04-30,2,0.029032
2010-05-28,2,-0.073440
2010-06-30,2,-0.045445
2010-07-30,2,0.065640
2010-08-31,2,-0.045616
2010-09-30,2,0.099579
2010-10-29,2,0.031496
2010-11-30,2,0.013223
2010-12-31,2,0.065132
2011-01-31,2,0.014110
2011-02-28,2,0.042440
2011-03-31,2,0.006879
2011-04-29,2,0.027180
2011-05-31,2,0.002532
2011-06-30,2,-0.011283
2011-07-29,2,-0.037184
2011-08-31,2,-0.056932
2011-09-30,2,-0.080531
2011-10-31,2,0.127208
2011-11-30,2,-0.000151
2011-12-30,2,-0.006580
2012-01-31,2,0.044020
2012-02-29,2,0.046322
2012-03-30,2,0.017949
2012-04-30,2,-0.000483
2012-05-31,2,-0.062621
2012-06-29,2,0.030580
2012-07-31,2,0.009832
2012-08-31,2,0.024594
2012-09-28,2,0.028768
2012-10-31,2,-0.011466
2012-11-30,2,0.012536
2012-12-31,2,0.016784
2013-01-31,2,0.064204
2013-02-28,2,0.011845
2013-03-28,2,0.043156
2013-04-30,2,0.022658
2013-05-31,2,0.015497
2013-06-28,2,-0.005852
2013-07-31,2,0.051953
2013-08-30,2,-0.026698
2013-09-30,2,0.033775
2013-10-31,2,0.043523
2013-11-29,2,0.025609
2013-12-31,2,0.031099
2014-01-31,2,-0.023877
2014-02-28,2,0.052576
2014-03-31,2,0.009366
2014-04-30,2,0.007514
2014-05-30,2,0.019828
2014-06-30,2,0.025785
2014-07-31,2,-0.026683
2014-08-29,2,0.049764
2014-09-30,2,-0.023643
2014-10-31,2,0.028037
2014-11-28,2,0.027831
2014-12-31,2,-0.004109
2015-01-30,2,-0.023030
2015-02-27,2,0.051993
2015-03-31,2,-0.004837
2015-04-30,2,0.004129
2015-05-29,2,0.000133
2015-06-30,2,-0.024728
2015-07-31,2,0.006458
2015-08-31,2,-0.041633
2015-09-30,2,-0.035014
2015-10-30,2,0.063359
2015-11-30,2,-0.007219
2015-12-31,2,-0.033115
2016-01-29,2,-0.065578
2016-02-29,2,0.016182
2016-03-31,2,0.080196
2016-04-29,2,0.026216
2016-05-31,2,0.007143
2016-06-30,2,0.020027
2016-07-29,2,0.036335
2016-08-31,2,0.001703
2016-09-30,2,0.008412
2016-10-31,2,-0.025505
2016-11-30,2,0.053760
2016-12-30,2,0.012211
2017-01-31,2,0.024413
2017-02-28,2,0.022008
2017-03-31,2,-0.007894
2017-04-28,2,0.009380
2017-05-31,2,0.008185
2017-06-30,2,0.003599
2017-07-31,2,0.015236
2017-08-31,2,-0.015942
2017-09-29,2,0.026335
2017-10-31,2,0.017918
2017-11-30,2,0.033992
2017-12-29,2,0.018201
2018-01-31,2,0.039471
2018-02-28,2,-0.042537
2018-03-29,2,-0.007050
2018-04-30,2,0.006212
2018-05-31,2,0.002436
2018-06-29,2,0.011784
2018-07-31,2,0.031851
2018-08-31,2,0.025084
2018-09-28,2,-0.001929
2018-10-31,2,-0.070337
2018-11-30,2,0.010291
2018-12-31,2,-0.086682
2019-01-31,2,0.091560
2019-02-28,2,0.046478
2019-03-29,2,0.013123
2019-04-30,2,0.034737
2019-05-31,2,-0.055269
2019-06-28,2,0.067639
2019-07-31,2,0.016508
2019-08-30,2,-0.025489
2019-09-30,2,0.018215
2019-10-31,2,-0.000549
2019-11-29,2,0.035627
2019-12-31,2,0.025916
2020-01-31,2,-0.005923
2020-02-28,2,-0.081855
2020-03-31,2,-0.179773
2020-04-30,2,0.140142
2020-05-29,2,0.071060
2020-06-30,2,0.015899
2020-07-31,2,0.056355
2020-08-31,2,0.031529
2020-09-30,2,-0.017136
2020-10-30,2,0.007932
2020-11-30,2,0.125429
2020-12-31,2,0.026159
2021-01-29,2,-0.011508
2021-02-26,2,0.053658
2021-03-31,2,0.054805
2021-04-30,2,0.053055
2021-05-28,2,0.016941
2021-06-30,2,0.003459
2021-07-30,2,0.012518
2021-08-31,2,0.034193
2021-09-30,2,-0.039175
2021-10-29,2,0.066322
2021-11-30,2,-0.026210
2021-12-31,2,0.038751
2022-01-31,2,-0.043691
2022-02-28,2,-0.009132
2022-03-31,2,0.027602
2022-04-29,2,-0.074916
2022-05-31,2,0.008300
2022-06-30,2,-0.092718
2022-07-29,2,0.103373
2022-08-31,2,-0.029028
2022-09-30,2,-0.093501
2022-10-31,2,0.093954
2022-11-30,2,0.066420
2022-12-30,2,-0.046543
2023-01-31,2,0.061876
2023-02-28,2,-0.027523
2023-03-31,2,-0.018001
2023-04-28,2,0.002434
2023-05-31,2,-0.034581
2023-06-30,2,0.087077
2023-07-31,2,0.028027
2023-08-31,2,-0.046817
2023-09-29,2,-0.052605
2023-10-31,2,-0.038906
2023-11-30,2,0.090442
2023-12-29,2,0.062183
2024-01-31,2,-0.008349
2024-02-29,2,0.061483
2024-03-28,2,0.044662
2024-04-30,2,-0.034661
2024-05-31,2,0.027472
2024-06-28,2,-0.020688
2024-07-31,2,0.043939
2024-08-30,2,0.023862
2024-09-30,2,0.031188
2024-10-31,2,-0.004683
2024-11-29,2,0.078619
2024-12-31,2,-0.075185
1925-12-31,3,
1926-01-30,3,0.005796
1926-02-27,3,-0.059177
1926-03-31,3,-0.076180
1926-04-30,3,0.035611
1926-05-28,3,0.015732
1926-06-30,3,0.061848
1926-07-31,3,0.015827
1926-08-31,3,0.017384
1926-09-30,3,0.005344
1926-10-30,3,-0.040582
1926-11-30,3,0.029846
1926-12-31,3,0.027864
1927-01-31,3,0.007743
1927-02-28,3,0.048105
1927-03-31,3,-0.014928
1927-04-30,3,-0.008504
1927-05-31,3,0.069366
1927-06-30,3,-0.031375
1927-07-30,3,0.061689
1927-08-31,3,0.015540
1927-09-30,3,0.046282
1927-10-31,3,-0.033615
1927-11-30,3,0.082573
1927-12-31,3,0.045999
1928-01-31,3,-0.007476
1928-02-29,3,-0.037659
1928-03-31,3,0.076165
1928-04-30,3,0.062176
1928-05-31,3,0.019561
1928-06-30,3,-0.059365
1928-07-31,3,0.010016
1928-08-31,3,0.084428
1928-09-29,3,0.051301
1928-10-31,3,0.006028
1928-11-30,3,0.103372
1928-12-31,3,0.022727
1929-01-31,3,0.050218
1929-02-28,3,0.009972
1929-03-28,3,-0.028696
1929-04-30,3,0.001305
1929-05-31,3,-0.068677
1929-06-29,3,0.082678
1929-07-31,3,0.022821
1929-08-30,3,0.042898
1929-09-30,3,-0.025741
1929-10-31,3,-0.193876
1929-11-27,3,-0.120320
1929-12-31,3,-0.018497
1930-01-31,3,0.049188
1930-02-28,3,0.017855
1930-03-31,3,0.065648
1930-04-30,3,-0.035574
1930-05-29,3,-0.045143
1930-06-30,3,-0.171910
1930-07-31,3,0.040133
1930-08-29,3,0.001245
1930-09-30,3,-0.131409
1930-10-31,3,-0.095366
1930-11-29,3,-0.012196
1930-12-31,3,-0.104118
1931-01-31,3,0.078980
1931-02-28,3,0.114584
1931-03-31,3,-0.083620
1931-04-30,3,-0.124155
1931-05-29,3,-0.159624
1931-06-30,3,0.180465
1931-07-31,3,-0.066062
1931-08-31,3,0.021376
1931-09-30,3,-0.307143
1931-10-31,3,0.101485
1931-11-30,3,-0.117710
1931-12-31,3,-0.147397
1932-01-30,3,0.028726
1932-02-29,3,0.020271
1932-03-31,3,-0.098566
1932-04-30,3,-0.179499
1932-05-31,3,-0.250009
1932-06-30,3,0.026362
1932-07-30,3,0.419477
1932-08-31,3,0.534481
1932-09-30,3,-0.062312
1932-10-31,3,-0.160666
1932-11-30,3,-0.046778
1932-12-31,3,0.012841
1933-01-31,3,0.028336
1933-02-28,3,-0.156095
1933-03-31,3,0.092417
1933-04-29,3,0.580200
1933-05-31,3,0.294335
1933-06-30,3,0.135615
1933-07-31,3,-0.123965
1933-08-31,3,0.174386
1933-09-30,3,-0.111813
1933-10-31,3,-0.102662
1933-11-29,3,0.080419
1933-12-30,3,0.019732
1934-01-31,3,0.161024
1934-02-28,3,-0.025057
1934-03-31,3,0.013540
1934-04-30,3,-0.019838
1934-05-31,3,-0.083725
1934-06-30,3,0.036856
1934-07-31,3,-0.154024
1934-08-31,3,0.068718
1934-09-29,3,-0.011052
1934-10-31,3,-0.001234
1934-11-30,3,0.111818
1934-12-31,3,0.011826
1935-01-31,3,-0.050817
1935-02-28,3,-0.013739
1935-03-30,3,-0.051777
1935-04-30,3,0.066676
1935-05-31,3,0.019421
1935-06-29,3,0.071812
1935-07-31,3,0.093492
1935-08-31,3,0.008106
1935-09-30,3,0.030847
1935-10-31,3,0.067575
1935-11-30,3,0.048305
1935-12-31,3,0.066567
1936-01-31,3,0.067532
1936-02-29,3,0.017904
1936-03-31,3,-0.005774
1936-04-30,3,-0.107907
1936-05-29,3,0.040267
1936-06-30,3,-0.000743
1936-07-31,3,0.082509
1936-08-31,3,0.017354
1936-09-30,3,0.026284
1936-10-31,3,0.064926
1936-11-30,3,0.055365
1936-12-31,3,0.013688
1937-01-30,3,0.052114
1937-02-27,3,0.020101
1937-03-31,3,0.014819
1937-04-30,3,-0.077238
1937-05-28,3,-0.024071
1937-06-30,3,-0.046876
1937-07-31,3,0.084614
1937-08-31,3,-0.045977
1937-09-30,3,-0.167215
1937-10-30,3,-0.089997
1937-11-30,3,-0.097506
1937-12-31,3,-0.051324
1938-01-31,3,0.016559
1938-02-28,3,0.056331
1938-03-31,3,-0.257383
1938-04-30,3,0.184504
1938-05-31,3,-0.065445
1938-06-30,3,0.260727
1938-07-30,3,0.117985
1938-08-31,3,-0.045607
1938-09-30,3,-0.013914
1938-10-31,3,0.138260
1938-11-30,3,-0.021870
1938-12-31,3,0.047711
1939-01-31,3,-0.076637
1939-02-28,3,0.044707
1939-03-31,3,-0.159589
1939-04-29,3,0.009018
1939-05-31,3,0.084292
1939-06-30,3,-0.055819
1939-07-31,3,0.132307
1939-08-31,3,-0.099233
1939-09-30,3,0.182436
1939-10-31,3,-0.003682
1939-11-30,3,-0.058433
1939-12-30,3,0.030495
1940-01-31,3,-0.031213
1940-02-29,3,0.025329
1940-03-30,3,0.040280
1940-04-30,3,-0.001984
1940-05-31,3,-0.264916
1940-06-29,3,0.079911
1940-07-31,3,0.038416
1940-08-31,3,0.018255
1940-09-30,3,0.029557
1940-10-31,3,0.068879
1940-11-30,3,-0.011098
1940-12-31,3,-0.001551
1941-01-31,3,-0.047395
1941-02-28,3,-0.013696
1941-03-31,3,0.004886
1941-04-30,3,-0.051630
1941-05-31,3,0.026072
1941-06-30,3,0.056258
1941-07-31,3,0.090718
1941-08-30,3,0.007116
1941-09-30,3,-0.008851
1941-10-31,3,-0.055970
1941-11-29,3,-0.017972
1941-12-31,3,-0.053236
1942-01-31,3,0.032158
1942-02-28,3,-0.021901
1942-03-31,3,-0.052485
1942-04-30,3,-0.053474
1942-05-29,3,0.041109
1942-06-30,3,0.023638
1942-07-31,3,0.049669
1942-08-31,3,0.027033
1942-09-30,3,0.030416
1942-10-31,3,0.084357
1942-11-30,3,-0.014343
1942-12-31,3,0.054869
1943-01-30,3,0.077508
1943-02-27,3,0.072794
1943-03-31,3,0.094750
1943-04-30,3,0.015321
1943-05-29,3,0.052731
1943-06-30,3,0.015889
1943-07-31,3,-0.057050
1943-08-31,3,0.013538
1943-09-30,3,0.021209
1943-10-30,3,-0.008129
1943-11-30,3,-0.071207
1943-12-31,3,0.078479
1944-01-31,3,0.023832
1944-02-29,3,0.004191
1944-03-31,3,0.017499
1944-04-29,3,-0.032674
1944-05-31,3,0.054141
1944-06-30,3,0.076137
1944-07-31,3,-0.011151
1944-08-31,3,0.018072
1944-09-30,3,0.004707
1944-10-31,3,-0.000519
1944-11-30,3,0.023029
1944-12-30,3,0.055259
1945-01-31,3,0.028033
1945-02-28,3,0.084761
1945-03-31,3,-0.043574
1945-04-30,3,0.086647
1945-05-31,3,0.017614
1945-06-30,3,0.020531
1945-07-31,3,-0.036903
1945-08-31,3,0.064274
1945-09-29,3,0.063289
1945-10-31,3,0.053853
1945-11-30,3,0.105785
1945-12-31,3,0.011272
1946-01-31,3,0.082380
1946-02-28,3,-0.062680
1946-03-30,3,0.075274
1946-04-30,3,0.038544
1946-05-31,3,0.053603
1946-06-28,3,-0.050652
1946-07-31,3,-0.039636
1946-08-30,3,-0.057839
1946-09-30,3,-0.122768
1946-10-31,3,-0.008512
1946-11-30,3,-0.000509
1946-12-31,3,0.053029
1947-01-31,3,0.013951
1947-02-28,3,-0.007297
1947-03-31,3,-0.019145
1947-04-30,3,-0.067633
1947-05-29,3,-0.030090
1947-06-30,3,0.063932
1947-07-31,3,0.055995
1947-08-29,3,-0.024795
1947-09-30,3,0.006636
1947-10-31,3,0.013864
1947-11-29,3,-0.030950
1947-12-31,3,0.029503
1948-01-31,3,-0.023954
1948-02-28,3,-0.046905
1948-03-31,3,0.089462
1948-04-30,3,0.056674
1948-05-28,3,0.075574
1948-06-30,3,-0.012923
1948-07-30,3,-0.045861
1948-08-31,3,0.007731
1948-09-30,3,-0.042815
1948-10-30,3,0.054276
1948-11-30,3,-0.097788
1948-12-31,3,0.031163
1949-01-31,3,0.017762
1949-02-28,3,-0.023913
