caldt,vwretd,vwretx,usdval,usdcnt
1932-07-18,-0.028635,-0.028635,6872413.62,89
1932-07-19,-0.004812,-0.004812,6675622.75,89
1932-07-20,0.032898,0.032663,6642362.06,89
1932-07-21,0.024862,0.024862,6859322.00,89
1932-07-22,0.032118,0.031758,7029855.12,89
1932-07-23,0.001629,0.001629,7252750.00,88
1932-07-25,0.053014,0.053014,7264564.31,88
1932-07-26,-0.016294,-0.016294,7650075.75,89
1932-07-27,0.052379,0.052379,7525426.38,89
1932-07-28,0.033429,0.033429,7919602.62,89
1932-07-29,0.032925,0.032925,8184345.50,89
1932-07-30,0.010345,0.010345,8453811.50,89
1932-08-01,-0.000280,-0.000571,8511521.94,88
1932-08-02,-0.042177,-0.042177,8506665.75,88
1932-08-03,0.091231,0.091231,8175454.94,89
1932-08-04,0.018329,0.018329,8921307.38,89
1932-08-05,0.043121,0.043011,9084828.38,89
1932-08-06,0.066921,0.066921,9475577.31,89
1932-08-08,0.030471,0.030471,10109695.70,89
1932-08-09,-0.004041,-0.005142,10417748.20,89
1932-08-10,0.041083,0.040141,10364179.10,89
1932-08-11,-0.007029,-0.007029,10780205.50,89
1932-08-12,-0.082896,-0.084039,10704431.60,89
1932-08-13,-0.007231,-0.007231,9804844.12,89
1932-08-15,0.076864,0.076191,9733943.75,89
1932-08-16,0.035665,0.034437,10475580.90,89
1932-08-17,-0.024562,-0.024562,10836324.00,89
1932-08-18,0.015501,0.015501,10570163.10,89
1932-08-19,-0.009720,-0.009776,10734012.10,89
1932-08-20,0.005548,0.005548,10491991.80,88
1932-08-22,0.060120,0.060120,10550200.70,88
1932-08-23,0.019109,0.019109,11326488.50,89
1932-08-24,0.025745,0.025745,11542923.00,89
1932-08-25,-0.009066,-0.009066,11840098.70,89
1932-08-26,0.015021,0.015021,11732758.80,89
1932-08-27,0.019681,0.019681,11908999.20,89
1932-08-29,0.000705,0.000705,12143383.10,89
1932-08-30,-0.013232,-0.013232,12151938.90,89
1932-08-31,-0.006125,-0.006941,11991149.50,89
1932-09-01,0.014299,0.013356,11907917.60,89
1932-09-02,0.043786,0.043220,12066963.10,89
1932-09-03,0.024475,0.024475,12588495.00,89
1932-09-06,-0.018109,-0.018421,12896600.10,89
1932-09-07,0.045464,0.045464,12659020.10,89
1932-09-08,-0.036267,-0.036629,13234553.70,89
1932-09-09,-0.023608,-0.023717,12749787.90,89
1932-09-10,0.002515,0.002515,12447406.90,89
1932-09-12,-0.074730,-0.074730,12478717.40,89
1932-09-13,-0.043103,-0.043103,11546187.10,89
1932-09-14,-0.059465,-0.059465,11048514.90,89
1932-09-15,0.045522,0.045522,10391511.20,89
1932-09-16,-0.008765,-0.009888,10864552.00,89
1932-09-17,-0.009580,-0.009580,10757118.80,89
1932-09-19,-0.021866,-0.021866,10654069.90,89
1932-09-20,0.040541,0.039932,10421107.30,89
1932-09-21,0.118302,0.118302,10837243.00,89
1932-09-22,-0.030556,-0.030556,12119312.30,89
1932-09-23,0.018782,0.018782,11748999.90,89
1932-09-24,0.014292,0.014292,11969669.20,89
1932-09-26,-0.059157,-0.059157,12140740.70,89
1932-09-27,0.011744,0.011744,11422529.60,89
1932-09-28,0.028944,0.028944,11556675.80,89
1932-09-29,-0.032588,-0.032588,11890489.80,88
1932-09-30,0.000372,-0.000313,11503003.20,88
1932-10-01,0.007379,0.007379,11499402.20,88
1932-10-03,-0.013343,-0.013343,11587989.80,89
1932-10-04,-0.000648,-0.000648,11433371.40,89
1932-10-05,-0.083920,-0.083920,11425966.60,89
1932-10-06,0.005237,0.005237,10467101.40,89
1932-10-07,-0.057725,-0.057808,10521918.10,89
1932-10-08,-0.036653,-0.036653,9913662.50,89
1932-10-10,-0.055452,-0.055452,9550296.88,89
1932-10-11,0.074926,0.074527,9020709.50,89
1932-10-13,-0.031491,-0.031527,9692529.62,88
1932-10-14,0.073758,0.073509,9386952.88,88
1932-10-15,0.009725,0.009725,10077473.80,89
1932-10-17,-0.029046,-0.029046,10174980.80,88
1932-10-18,0.019648,0.019648,9879441.00,88
1932-10-19,0.042298,0.042298,10074051.80,89
1932-10-20,-0.021752,-0.021900,10497467.40,89
1932-10-21,-0.060895,-0.060895,10267569.00,89
1932-10-22,-0.002865,-0.002865,9642326.12,89
1932-10-24,0.005360,0.005096,9614697.31,89
1932-10-25,-0.008476,-0.008476,9663696.69,89
1932-10-26,0.019164,0.019164,9565809.00,88
1932-10-27,0.009542,0.009542,9749123.88,88
1932-10-28,0.021917,0.021917,9859089.50,89
1932-10-29,-0.015415,-0.015415,10075170.50,89
1932-10-31,-0.006563,-0.006812,9919862.00,89
1932-11-01,-0.029867,-0.029867,9851821.12,88
1932-11-02,-0.036693,-0.036693,9557574.19,88
1932-11-03,-0.006549,-0.006549,9191917.94,88
1932-11-04,0.063881,0.063881,9131722.94,88
1932-11-05,0.013775,0.013775,9730848.62,89
1932-11-07,0.039601,0.039601,9864889.44,89
1932-11-09,-0.045372,-0.046490,10255550.40,89
1932-11-10,0.079459,0.078410,9778766.19,89
1932-11-11,0.032929,0.031769,10545516.00,89
1932-11-12,-0.000054,-0.000054,10880536.00,89
1932-11-14,-0.033627,-0.033627,10879947.20,89
1932-11-15,0.001431,-0.000543,9834608.56,88
1932-11-16,-0.031756,-0.031756,9829267.06,88
1932-11-17,-0.008096,-0.008096,10165424.10,88
1932-11-18,-0.002508,-0.002568,10083120.30,88
1932-11-19,0.017601,0.017601,10074021.60,88
1932-11-21,-0.005942,-0.005942,10251336.80,88
1932-11-22,-0.003875,-0.003875,10190927.30,89
1932-11-23,-0.045765,-0.045765,10151438.80,89
1932-11-25,-0.009151,-0.009151,9686861.81,89
1932-11-26,0.005891,0.005891,9598217.25,89
1932-11-28,-0.003079,-0.003079,9654765.00,89
1932-11-29,-0.003920,-0.003920,9625037.75,89
1932-11-30,-0.031664,-0.032685,9587303.56,89
1932-12-01,0.028777,0.028084,9273941.12,89
1932-12-02,-0.038519,-0.039409,9534389.50,89
1932-12-03,-0.001891,-0.001891,9158651.88,89
1932-12-05,0.012997,0.012282,9141328.31,89
1932-12-06,0.052922,0.052922,9253602.81,89
1932-12-07,0.003328,0.003328,9743323.12,89
1932-12-08,-0.000320,-0.000810,9775746.06,89
1932-12-09,0.027124,0.027124,9766988.44,88
1932-12-10,-0.006116,-0.006116,10031910.80,88
1932-12-12,0.006656,0.006517,9971459.69,89
1932-12-13,-0.012305,-0.012305,10036445.80,89
1932-12-14,0.019342,0.019342,9912946.81,89
1932-12-15,-0.007793,-0.009666,10104686.90,89
1932-12-16,-0.005374,-0.006852,10007010.50,89
1932-12-17,-0.001634,-0.001634,9938443.56,89
1932-12-19,-0.003628,-0.003659,9922200.31,89
1932-12-20,-0.022362,-0.023004,9885898.31,89
1932-12-21,-0.001706,-0.001706,9658484.88,89
1932-12-22,-0.036476,-0.036476,9642011.75,89
1932-12-23,-0.001332,-0.001332,9290312.62,89
1932-12-24,0.014193,0.014193,9277942.00,89
1932-12-27,-0.006563,-0.006563,9409625.69,89
1932-12-28,-0.001048,-0.001048,9347868.31,89
1932-12-29,0.023126,0.023126,9338076.31,89
1932-12-30,0.027905,0.027428,9554029.50,89
1932-12-31,-0.004448,-0.004448,9816076.44,89
1933-01-03,-0.010444,-0.010444,9751216.69,89
1933-01-04,0.048526,0.048526,9649371.94,89
1933-01-05,-0.003974,-0.003974,10117614.60,89
1933-01-06,0.016572,0.016529,10077410.60,89
1933-01-09,-0.012617,-0.012617,10243975.60,89
1933-01-10,0.029786,0.029786,10114728.10,89
1933-01-11,-0.003000,-0.003346,10416005.80,89
1933-01-12,-0.011362,-0.011396,10381153.00,89
1933-01-13,-0.000158,-0.000158,10262848.00,89
1933-01-14,-0.001637,-0.001637,10261228.50,89
1933-01-16,-0.025077,-0.025306,10234534.00,88
1933-01-17,0.003302,0.003302,9975542.38,88
1933-01-18,-0.018992,-0.018992,10018550.70,89
1933-01-19,0.005604,0.005604,9828275.75,89
1933-01-20,0.014192,0.014034,9880636.25,89
1933-01-21,0.005622,0.005622,10019301.30,89
1933-01-23,-0.010831,-0.010831,10075625.10,89
1933-01-24,-0.006728,-0.006982,9966499.06,89
1933-01-25,0.017934,0.017684,9896911.00,89
1933-01-26,-0.007305,-0.007305,10071928.10,89
1933-01-27,-0.000792,-0.000792,9998350.81,89
1933-01-28,-0.011184,-0.011184,9990429.25,89
1933-01-30,0.004306,0.004306,9878696.12,89
1933-01-31,-0.005024,-0.005024,9921232.38,89
1933-02-01,-0.036565,-0.036565,9871387.00,89
1933-02-02,-0.018170,-0.018170,9510439.50,89
1933-02-03,-0.001638,-0.002921,9337638.19,89
1933-02-04,-0.011948,-0.011948,9310363.38,89
1933-02-06,0.003645,0.003645,9199118.62,89
1933-02-07,0.009077,0.009077,9232652.56,89
1933-02-08,0.013162,0.013162,9316452.88,89
1933-02-09,0.022570,0.022570,9439078.19,89
1933-02-10,-0.012978,-0.014131,9652122.81,89
1933-02-11,0.001496,0.001496,9515729.88,89
1933-02-14,-0.054868,-0.054868,9529964.12,89
1933-02-15,-0.003752,-0.005966,8839171.12,88
1933-02-16,-0.024142,-0.025379,8786432.31,88
1933-02-17,0.016434,0.016365,8730946.19,89
1933-02-18,-0.005822,-0.005822,8873826.75,89
1933-02-20,-0.033529,-0.033529,8822166.94,89
1933-02-21,-0.007374,-0.007374,8526372.81,89
1933-02-23,-0.047699,-0.047699,8463496.25,89
1933-02-24,0.041012,0.041012,8059796.69,89
1933-02-25,-0.054603,-0.054603,8390346.06,89
1933-02-27,-0.011699,-0.011699,7932205.94,89
1933-02-28,0.026194,0.024945,7839407.00,89
1933-03-01,0.019838,0.018760,8035008.56,89
1933-03-02,-0.020296,-0.020475,8185741.44,89
1933-03-03,0.035374,0.034156,8018141.62,89
1933-03-15,0.168133,0.167209,8292011.25,89
1933-03-16,0.015095,0.014640,9678514.00,89
1933-03-17,-0.040385,-0.041149,9820205.62,89
1933-03-18,-0.001251,-0.001251,9416118.12,89
1933-03-20,-0.015718,-0.016077,9404342.69,89
1933-03-21,-0.047324,-0.047324,9253153.75,89
1933-03-22,-0.010011,-0.010011,8815259.00,89
1933-03-23,0.020958,0.020958,8727006.00,89
1933-03-24,-0.001291,-0.001325,8909909.94,89
1933-03-25,-0.005642,-0.005642,8898102.31,89
1933-03-27,-0.021822,-0.021822,8847901.75,89
1933-03-28,0.020208,0.020208,8669463.38,90
1933-03-29,-0.023050,-0.023050,8842968.56,89
1933-03-30,-0.003954,-0.003954,8639136.69,89
1933-03-31,-0.033247,-0.033849,8604974.50,89
1933-04-01,0.004691,0.004691,8313702.38,89
1933-04-03,-0.002510,-0.002510,8352700.69,89
1933-04-04,0.002311,0.002311,8331737.88,89
1933-04-05,0.005669,0.005669,8350996.25,89
1933-04-06,0.018768,0.018768,8398339.69,89
1933-04-07,0.011038,0.010987,8555956.12,89
1933-04-08,0.015773,0.015773,8649957.38,89
1933-04-10,0.054767,0.054767,8786390.19,89
1933-04-11,-0.006626,-0.007015,9267591.75,89
1933-04-12,-0.014869,-0.014869,9202581.12,89
1933-04-13,0.039247,0.039247,9065751.06,89
1933-04-15,-0.001013,-0.001013,9421558.00,89
1933-04-17,-0.022204,-0.022204,9412013.88,89
1933-04-18,0.021140,0.021102,9203026.75,89
1933-04-19,0.072035,0.072035,9397225.62,89
1933-04-20,0.092811,0.092656,10072655.40,89
1933-04-21,-0.043624,-0.043624,11005944.60,89
1933-04-22,0.042520,0.042520,10525822.10,89
1933-04-24,0.020391,0.019402,10973375.70,89
1933-04-25,-0.024386,-0.024386,11186279.90,89
1933-04-26,0.007427,0.007427,10913496.00,89
1933-04-27,-0.010593,-0.010593,10994546.10,89
1933-04-28,0.017393,0.017393,10878084.60,89
1933-04-29,0.060730,0.060730,11067284.90,89
1933-05-01,0.015557,0.015398,11739396.90,89
1933-05-02,0.008969,0.008969,11920155.80,89
1933-05-03,-0.008995,-0.008995,12027069.10,89
1933-05-04,0.029687,0.029687,11918885.10,89
1933-05-05,0.009437,0.009396,12272725.20,89
1933-05-06,-0.029626,-0.029626,12388043.50,89
1933-05-08,-0.017725,-0.017725,12021040.60,89
1933-05-09,0.007429,0.007429,11807972.90,89
1933-05-10,0.051322,0.050878,11895697.10,89
1933-05-11,0.029909,0.029039,12500929.60,89
1933-05-12,-0.003108,-0.003866,12863947.00,89
1933-05-13,-0.024055,-0.024055,12814216.40,89
1933-05-15,-0.014272,-0.014534,12505972.60,89
1933-05-16,0.020633,0.019588,12324215.80,89
1933-05-17,0.010627,0.010627,12565627.40,89
1933-05-18,-0.004750,-0.004750,12699160.00,89
1933-05-19,-0.007480,-0.007509,12638833.10,89
1933-05-20,-0.019942,-0.019942,12543932.10,89
1933-05-22,-0.000304,-0.000304,12293774.90,89
1933-05-23,0.037930,0.037930,12290033.50,89
1933-05-24,0.020273,0.020273,12756189.10,89
1933-05-25,-0.006631,-0.006631,13014789.60,89
1933-05-26,0.027335,0.027335,12928482.90,89
1933-05-27,0.032441,0.032441,13281884.10,89
1933-05-29,0.015886,0.015886,13712767.50,89
1933-05-31,-0.013192,-0.013895,13930611.90,89
1933-06-01,0.012108,0.011517,13737052.20,89
1933-06-02,0.038665,0.038328,13895268.40,89
1933-06-03,-0.027003,-0.027003,14427843.50,89
1933-06-05,0.022194,0.021833,14038243.90,89
1933-06-06,-0.004086,-0.004086,14345939.80,89
1933-06-07,0.016527,0.016527,14288252.40,89
1933-06-08,0.007363,0.007034,14524399.20,89
1933-06-09,0.009015,0.009015,14626559.60,89
1933-06-10,0.008211,0.008211,14758415.40,89
1933-06-12,0.038259,0.038259,14879592.80,89
1933-06-13,-0.028044,-0.028044,15448869.90,89
1933-06-14,-0.010026,-0.010026,15015628.50,89
1933-06-15,-0.069196,-0.069196,14865080.60,89
1933-06-16,0.007784,0.006897,13836476.40,89
1933-06-17,0.015622,0.015622,13931913.00,89
1933-06-19,0.072347,0.072326,14149559.90,89
1933-06-20,-0.014310,-0.014532,15172935.60,89
1933-06-21,0.005794,0.005794,14952436.20,89
1933-06-22,-0.033420,-0.033518,15039069.00,89
1933-06-23,0.033145,0.033145,14511000.80,88
1933-06-24,0.003759,0.003759,14991962.00,88
1933-06-26,0.025932,0.025932,15071955.40,89
1933-06-27,0.010995,0.010995,15462807.10,89
1933-06-28,-0.011119,-0.011119,15632827.90,89
1933-06-29,-0.010689,-0.010689,15459001.00,89
1933-06-30,0.019242,0.018713,15293763.10,89
1933-07-01,0.025718,0.025718,15579952.00,89
1933-07-03,0.041839,0.041839,15980636.00,89
1933-07-05,-0.003543,-0.003543,16649254.00,89
1933-07-06,0.027747,0.027747,16590262.20,89
1933-07-07,0.009301,0.009275,17050597.40,89
1933-07-08,-0.001100,-0.001100,17208738.80,89
1933-07-10,-0.010664,-0.010664,17189813.80,89
1933-07-11,-0.011853,-0.012065,17006495.10,89
1933-07-12,0.012731,0.012731,16801313.10,89
1933-07-13,0.012505,0.012484,17015216.00,89
1933-07-14,-0.013042,-0.013042,17227637.50,89
1933-07-15,0.004361,0.004361,17002952.90,89
1933-07-17,0.018524,0.018524,17077104.20,89
1933-07-18,0.005374,0.005374,17393447.40,89
1933-07-19,-0.047908,-0.047908,17486921.50,89
1933-07-20,-0.089009,-0.089103,16645913.80,89
1933-07-21,-0.089858,-0.089858,15162711.00,89
1933-07-22,0.008975,0.008975,13759980.40,88
1933-07-24,0.080361,0.080179,13883470.20,88
1933-07-25,-0.015691,-0.015855,15034029.20,89
1933-07-26,0.023659,0.023659,14835449.00,89
1933-07-27,0.009701,0.009701,15186442.90,89
1933-07-28,-0.022872,-0.022872,15333761.40,89
1933-07-31,-0.046888,-0.046921,14983040.40,89
1933-08-01,0.030635,0.030487,14256903.10,88
1933-08-02,0.023398,0.023398,14691557.50,88
1933-08-03,-0.012162,-0.012162,15058746.80,89
1933-08-04,-0.021814,-0.021814,14105212.20,79
1933-08-07,-0.008276,-0.008983,13797526.80,79
1933-08-08,0.034340,0.034340,14431909.90,89
1933-08-09,0.041139,0.041139,14924958.60,88
1933-08-10,-0.016520,-0.017148,15538955.60,88
1933-08-11,-0.002682,-0.002771,15274434.90,88
1933-08-14,-0.011625,-0.011625,15232112.60,88
1933-08-15,0.000209,-0.000154,15055631.40,89
1933-08-16,-0.026751,-0.026751,15053318.40,89
1933-08-17,0.056291,0.055549,14650631.90,89
1933-08-18,-0.017381,-0.017405,15464458.60,89
1933-08-21,0.016861,0.016861,15195305.00,89
1933-08-22,0.015803,0.015803,15451515.20,89
1933-08-23,-0.011039,-0.011039,15673424.20,88
1933-08-24,0.008630,0.008630,15500412.10,88
1933-08-25,0.037825,0.037825,15656047.10,89
1933-08-28,-0.001048,-0.001048,16248242.50,89
1933-08-29,-0.004037,-0.004037,16208934.10,88
1933-08-30,-0.010295,-0.010295,16143497.10,88
1933-08-31,0.000053,-0.000559,15999774.90,89
1933-09-01,0.013450,0.012858,15990834.20,89
1933-09-05,-0.036472,-0.036785,16196440.80,89
1933-09-06,-0.000460,-0.000460,15600640.40,89
1933-09-07,-0.014075,-0.014289,15593467.40,89
1933-09-08,-0.002826,-0.003174,15370657.60,89
1933-09-09,-0.000043,-0.000043,15321870.60,89
1933-09-11,0.044016,0.044016,15321216.60,89
1933-09-12,-0.006411,-0.006411,15995591.90,89
1933-09-13,0.006470,0.006470,15893041.50,89
1933-09-14,0.001469,0.001377,15995866.80,89
1933-09-15,-0.028464,-0.028932,16017888.40,89
1933-09-16,0.026159,0.026159,15549252.60,88
1933-09-18,-0.010465,-0.010465,15956011.10,88
1933-09-19,0.002846,0.002633,15794636.60,89
1933-09-20,-0.032708,-0.032819,15836226.20,89
1933-09-21,-0.063791,-0.064078,15316493.50,89
1933-09-22,0.023370,0.023370,14335037.20,89
1933-09-23,0.015033,0.015033,14647565.60,88
1933-09-25,-0.024409,-0.024409,14867755.90,88
1933-09-26,-0.007848,-0.007848,14526512.00,89
1933-09-27,-0.042928,-0.042928,14412505.80,89
1933-09-28,0.015368,0.014839,13793799.60,89
1933-09-29,-0.007273,-0.007273,13998483.20,89
1933-09-30,0.011331,0.011331,13896678.40,89
1933-10-02,-0.022655,-0.022655,14054138.80,89
1933-10-03,0.005103,0.005103,13735747.80,89
1933-10-04,0.064338,0.064338,13805837.90,89
1933-10-05,-0.013361,-0.013390,14694074.40,89
1933-10-06,-0.010450,-0.010450,14497316.00,89
1933-10-07,0.007994,0.007994,14345815.20,89
1933-10-09,0.019442,0.019442,14460492.90,89
1933-10-10,-0.008940,-0.009208,14741635.00,89
1933-10-11,0.000613,0.000613,14605895.90,89
1933-10-13,-0.038972,-0.038972,14614856.50,89
1933-10-14,0.002620,0.002620,14045280.20,89
1933-10-16,-0.069258,-0.069258,14082074.90,89
1933-10-17,0.033423,0.033423,13106773.10,89
1933-10-18,-0.047235,-0.047235,13544846.50,89
1933-10-19,-0.051709,-0.051830,12905051.90,89
1933-10-20,0.030100,0.030100,12235033.10,89
1933-10-21,-0.032932,-0.032932,12603303.00,89
1933-10-23,0.053116,0.052908,12188252.40,89
1933-10-24,0.043107,0.042914,12833105.50,89
1933-10-25,0.026399,0.026399,13383826.40,89
1933-10-26,-0.022493,-0.022493,13737149.40,89
1933-10-27,0.013287,0.013287,13428165.80,89
1933-10-28,-0.014543,-0.014543,13606580.70,89
1933-10-30,-0.038872,-0.038909,13408699.90,89
1933-10-31,-0.009240,-0.009403,12886982.00,89
1933-11-01,0.018036,0.018036,12765801.20,89
1933-11-02,0.012427,0.012427,12996048.30,89
1933-11-03,0.035028,0.034925,13157544.10,89
1933-11-04,-0.002279,-0.002279,13617067.40,89
1933-11-06,-0.007144,-0.007144,13586027.40,89
1933-11-08,0.036869,0.036869,13488969.40,89
1933-11-09,0.008656,0.007342,13986289.80,89
1933-11-10,-0.015629,-0.015629,14088981.20,89
1933-11-11,0.012027,0.012027,13868783.40,89
1933-11-13,-0.003471,-0.003471,13959904.60,88
1933-11-14,-0.012002,-0.013163,13911446.50,88
1933-11-15,-0.010510,-0.012086,13802427.90,89
1933-11-16,0.047511,0.047511,13635618.40,89
1933-11-17,-0.011309,-0.011334,14159005.60,88
1933-11-18,0.001795,0.001795,13998523.50,88
1933-11-20,0.029632,0.029632,14136050.80,89
1933-11-21,-0.010884,-0.010884,14554933.80,89
1933-11-22,-0.005512,-0.005512,14396511.10,89
1933-11-23,-0.019027,-0.019027,14317153.60,89
1933-11-24,0.015019,0.015019,14044747.90,89
1933-11-25,0.003035,0.003035,14255688.90,89
1933-11-27,-0.035878,-0.035878,14298956.10,89
1933-11-28,0.001417,0.000707,13785940.20,89
1933-11-29,0.020884,0.019797,13795684.90,89
1933-12-01,0.002242,0.002017,14068799.60,89
1933-12-02,0.001228,0.001228,14097179.20,89
1933-12-04,-0.001630,-0.001766,14112449.00,88
1933-12-05,0.030909,0.030909,14087533.20,88
1933-12-06,-0.005022,-0.005022,14524959.50,89
1933-12-07,0.008134,0.007743,14452020.40,89
1933-12-08,-0.009882,-0.009958,14563917.80,89
1933-12-09,0.018623,0.018623,14418894.90,89
1933-12-11,0.004059,0.004059,14687412.40,89
1933-12-12,-0.002585,-0.002585,14747027.80,89
1933-12-13,-0.010898,-0.010898,14670979.80,88
1933-12-14,0.005440,0.005415,14511095.40,88
1933-12-15,-0.016048,-0.016562,14605847.80,88
1933-12-16,-0.018674,-0.018674,14363949.60,88
1933-12-18,-0.011225,-0.011225,14115942.20,89
1933-12-19,-0.001333,-0.001575,13957497.80,89
1933-12-20,-0.018276,-0.018381,13935518.00,89
1933-12-21,-0.002378,-0.002378,13658664.10,88
1933-12-22,0.032838,0.032838,13626189.20,88
1933-12-23,-0.007688,-0.007688,14094848.90,88
1933-12-26,-0.020961,-0.020961,13986484.40,88
1933-12-27,0.012825,0.012825,13693607.40,89
1933-12-28,0.030760,0.030326,13869227.80,89
1933-12-29,-0.003684,-0.003773,14289819.60,89
1933-12-30,0.012406,0.012406,14235907.60,89
1934-01-02,0.001743,0.001743,14350816.20,89
1934-01-03,-0.013540,-0.013540,14375825.10,89
1934-01-04,-0.003356,-0.003386,14181180.50,89
1934-01-05,-0.012756,-0.012756,14133156.00,89
1934-01-06,-0.002718,-0.002718,13952871.40,89
1934-01-08,-0.001155,-0.001155,13914945.20,89
1934-01-09,0.012297,0.012297,13661711.40,85
1934-01-10,0.027240,0.026975,13829705.50,85
1934-01-11,0.005152,0.004847,14441349.80,89
1934-01-12,-0.010883,-0.010951,14511346.00,89
1934-01-13,-0.001345,-0.001345,14352428.20,89
1934-01-15,0.058617,0.058617,14333131.10,89
1934-01-16,0.006434,0.006434,15173294.70,89
1934-01-17,-0.001963,-0.001963,15270920.60,89
1934-01-18,-0.002228,-0.002330,15240940.40,89
1934-01-19,0.028497,0.028497,15204290.80,89
1934-01-20,0.001694,0.001694,15637574.10,89
1934-01-22,-0.004336,-0.004336,15664070.60,89
1934-01-23,0.012956,0.012793,15596151.20,89
1934-01-24,0.007113,0.006956,15795680.40,89
1934-01-25,-0.001223,-0.001223,15905559.10,89
1934-01-26,-0.008045,-0.008045,15886107.00,89
1934-01-27,-0.001882,-0.001882,15758298.10,89
1934-01-29,0.016202,0.016202,15728648.80,89
1934-01-30,0.013910,0.013800,15983479.90,89
1934-01-31,-0.013669,-0.013799,16204049.90,89
1934-02-01,0.026370,0.025800,15980449.60,89
1934-02-02,-0.000854,-0.000854,16392749.80,89
1934-02-03,0.012150,0.012150,16378744.20,89
1934-02-05,0.019318,0.019318,16577746.20,89
1934-02-06,0.000315,0.000315,16898001.20,89
1934-02-07,-0.031437,-0.031437,16903316.20,89
1934-02-08,0.005883,0.005224,16371923.00,89
1934-02-09,-0.027686,-0.027686,16457444.40,89
1934-02-10,-0.003205,-0.003205,16001799.40,89
1934-02-13,0.007146,0.007146,15852414.90,88
1934-02-14,0.007603,0.006314,15965697.20,88
1934-02-15,0.020365,0.019949,16165723.20,89
1934-02-16,0.002039,0.002039,16488217.30,89
1934-02-17,0.004152,0.004152,16521830.80,89
1934-02-19,-0.019330,-0.019330,16590433.80,89
1934-02-20,0.003378,0.003355,16269739.40,89
1934-02-21,0.002971,0.002971,16324329.80,89
1934-02-23,-0.026953,-0.026953,16372836.60,89
1934-02-24,-0.018146,-0.018146,15931546.20,89
1934-02-26,-0.022143,-0.022143,15642451.10,89
1934-02-27,0.011510,0.010687,15296079.20,89
1934-02-28,-0.004143,-0.004833,15459541.30,89
1934-03-01,-0.002842,-0.003002,15384831.50,89
1934-03-02,0.033343,0.033151,15338642.10,89
1934-03-03,-0.000542,-0.000542,15847137.60,89
1934-03-05,-0.004452,-0.004452,15838550.80,89
1934-03-06,-0.011450,-0.011450,15768041.80,89
1934-03-07,-0.025759,-0.026306,15587501.70,89
1934-03-08,0.019471,0.019250,15177459.60,89
1934-03-09,-0.005761,-0.005761,15469623.00,89
1934-03-10,0.002431,0.002431,15380501.10,89
1934-03-12,0.018533,0.018533,15417888.30,89
1934-03-13,0.000987,0.000707,15703622.60,89
1934-03-14,0.001382,0.001382,15714718.30,89
1934-03-15,-0.015964,-0.016715,15736431.20,89
1934-03-16,0.002637,0.002637,15473391.00,89
1934-03-17,-0.011656,-0.011656,15514189.20,89
1934-03-19,-0.023401,-0.023619,15333356.10,89
1934-03-20,0.020221,0.020221,14971196.10,89
1934-03-21,-0.019129,-0.019339,15273927.60,89
1934-03-22,0.018895,0.018895,14978545.00,89
1934-03-23,-0.009890,-0.009890,15261566.20,89
1934-03-24,0.016903,0.016903,15110632.80,89
1934-03-26,-0.000373,-0.000373,15366045.20,89
1934-03-27,-0.026823,-0.026823,15360320.20,89
1934-03-28,0.002510,0.002215,14948304.40,89
1934-03-29,0.016857,0.016857,14981407.60,89
1934-03-31,0.012393,0.012393,15233947.20,89
1934-04-02,0.000354,0.000354,15422745.10,89
1934-04-03,0.008399,0.008399,15428208.20,89
1934-04-04,0.001876,0.001876,15557790.00,89
1934-04-05,0.002942,0.002942,15586972.00,89
1934-04-06,0.004900,0.004900,15632828.20,89
1934-04-07,-0.002246,-0.002246,15709431.20,89
1934-04-09,-0.004587,-0.004615,15671108.20,88
1934-04-10,0.014862,0.014647,15454384.00,87
1934-04-11,-0.000368,-0.000391,15683856.90,88
1934-04-12,-0.002958,-0.002958,15822132.10,89
1934-04-13,-0.004066,-0.004129,15775337.10,89
1934-04-14,-0.000174,-0.000174,15707201.60,88
1934-04-16,-0.014956,-0.014956,15704470.50,88
1934-04-17,0.010199,0.010199,15472445.00,89
1934-04-18,0.012233,0.012233,15630252.60,89
1934-04-19,0.002182,0.002083,15821458.60,89
1934-04-20,0.010983,0.010614,15852841.60,89
1934-04-21,-0.002748,-0.002748,16021100.10,89
1934-04-23,-0.004888,-0.005201,15977073.80,89
1934-04-24,-0.007465,-0.007465,15893971.30,89
1934-04-25,-0.004781,-0.004781,15766585.40,89
1934-04-26,-0.013781,-0.013781,15691201.10,89
1934-04-27,0.001188,0.001006,15505887.40,90
1934-04-28,-0.008595,-0.008595,15521491.50,90
1934-04-30,-0.023382,-0.023519,15388079.20,90
1934-05-01,-0.000108,-0.000108,15026163.20,90
1934-05-02,-0.020105,-0.020105,15024542.00,90
1934-05-03,0.003693,0.003659,14722472.10,90
1934-05-04,0.002646,0.002571,14630319.50,89
1934-05-05,-0.015890,-0.015890,14667940.90,89
1934-05-07,-0.034848,-0.034848,14579622.90,90
1934-05-08,0.024412,0.024412,14071552.80,90
1934-05-09,-0.016444,-0.016711,14393901.50,89
1934-05-10,-0.023909,-0.024314,14153367.90,89
1934-05-11,-0.010190,-0.010190,13830504.10,90
1934-05-12,-0.014003,-0.014003,13689567.30,90
1934-05-14,0.003136,0.002893,13497876.10,90
1934-05-15,0.021233,0.020763,13536927.40,90
