PERMNO,date,RET
10917,19880204,0
10917,19880205,0
10917,19880208,0
10917,19880209,0.041667
10917,19880210,0
10917,19880211,0
10917,19880212,0
10917,19880216,0.046667
10917,19880217,-0.044586
10917,19880218,0
10917,19880219,0
10917,19880222,0
10917,19880223,0
10917,19880224,0
10917,19880225,0
10917,19880226,0
10917,19880229,0
10917,19880301,0
10917,19880302,0
10917,19880303,0
10917,19880304,0
10917,19880307,0
10917,19880308,0
10917,19880309,0
10917,19880310,0
10917,19880311,0
10917,19880314,-0.066667
10917,19880315,0.071429
10917,19880316,0
10917,19880317,0
10917,19880318,0
10917,19880321,0
10917,19880322,0
10917,19880323,0
10917,19880324,0
10917,19880325,0
10917,19880328,0
10917,19880329,0
10917,19880330,0
10917,19880331,0
10917,19880404,0
10917,19880405,0
10917,19880406,0
10917,19880407,0
10917,19880408,-0.066667
10917,19880411,0.071429
10917,19880412,0
10917,19880413,0
10917,19880414,0
10917,19880415,0
10917,19880418,0.006667
10917,19880419,0
10917,19880420,0
10917,19880421,0
10917,19880422,0
10917,19880425,0
10917,19880426,0
10917,19880427,0
10917,19880428,0
10917,19880429,0
10917,19880502,0
10917,19880503,0
10917,19880504,0
10917,19880505,0.066667
10917,19880506,0
10917,19880509,-0.025
10917,19880510,0
10917,19880511,0
10917,19880512,0
10917,19880513,0
10917,19880516,0
10917,19880517,0
10917,19880518,0
10917,19880519,0
10917,19880520,0
10917,19880523,0
10917,19880524,0
10917,19880525,0
10917,19880526,0
10917,19880527,0
10917,19880531,0
10917,19880601,0
10917,19880602,0.051282
10917,19880603,-0.04878
10917,19880606,0
10917,19880607,0
10917,19880608,0
10917,19880609,0
10917,19880610,0
10917,19880613,0
10917,19880614,0
10917,19880615,0
10917,19880616,0
10917,19880617,0.038462
10917,19880620,-0.012346
10917,19880621,0
10917,19880622,0.025
10917,19880623,0
10917,19880624,0.006098
10917,19880627,0
10917,19880628,0
10917,19880629,0.012195
10917,19880630,0
10917,19880701,0
10917,19880705,0
10917,19880706,0
10917,19880707,0
10917,19880708,0
10917,19880711,0
10917,19880712,0
10917,19880713,0
10917,19880714,0
10917,19880715,0
10917,19880718,0
10917,19880719,0
10917,19880720,0
10917,19880721,-0.036145
10917,19880722,0.0375
10917,19880725,-0.012048
10917,19880726,0.012195
10917,19880727,-0.024096
10917,19880728,0.024691
10917,19880729,-0.048193
10917,19880801,0.050633
10917,19880802,0
10917,19880803,0
10917,19880804,0
10917,19880805,0
10917,19880808,0
10917,19880809,-0.012048
10917,19880810,0
10917,19880811,0
10917,19880812,0
10917,19880815,0
10917,19880816,0
10917,19880817,0
10917,19880818,0
10917,19880819,0
10917,19880822,0
10917,19880823,0
10917,19880824,0
10917,19880825,0
10917,19880826,0
10917,19880829,-0.04878
10917,19880830,0.025641
10917,19880831,0
10917,19880901,0.025
10917,19880902,0
10917,19880906,0
10917,19880907,0
10917,19880908,0
10917,19880909,0
10917,19880912,0
10917,19880913,0
10917,19880914,-0.04878
10917,19880915,0.025641
10917,19880916,0.025
10917,19880919,0.018293
10917,19880920,-0.017964
10917,19880921,0
10917,19880922,0
10917,19880923,0
10917,19880926,0.018293
10917,19880927,-0.011976
10917,19880928,0
10917,19880929,0
10917,19880930,0
10917,19881003,0
10917,19881004,0
10917,19881005,-0.02439
10917,19881006,0.025
10917,19881007,-0.04878
10917,19881010,0.038462
10917,19881011,0
10917,19881012,0
10917,19881013,0
10917,19881014,-0.012346
10917,19881017,-0.00625
10917,19881018,0.018868
10917,19881019,0
10917,19881020,0
10917,19881021,0
10917,19881024,0
10917,19881025,0.061728
10917,19881026,-0.046512
10917,19881027,0
10917,19881028,0
10917,19881031,0
10917,19881101,0
10917,19881102,0
10917,19881103,0
10917,19881104,0
10917,19881107,0
10917,19881108,0
10917,19881109,0
10917,19881110,0
10917,19881111,0
10917,19881114,0
10917,19881115,0
10917,19881116,0
10917,19881117,0
10917,19881118,0
10917,19881121,0
10917,19881122,0
10917,19881123,0
10917,19881125,0
10917,19881128,0
10917,19881129,0.030488
10917,19881130,-0.029586
10917,19881201,0
10917,19881202,0
10917,19881205,-0.04878
10917,19881206,0.076923
10917,19881207,-0.02381
10917,19881208,0
10917,19881209,0
10917,19881212,0
10917,19881213,0
10917,19881214,0
10917,19881215,0
10917,19881216,0
10917,19881219,0
10917,19881220,0
10917,19881221,0
10917,19881222,-0.02439
10917,19881223,0.025
10917,19881227,0.012195
10917,19881228,-0.012048
10917,19881229,0.012195
10917,19881230,0
10917,19890103,0
10917,19890104,-0.012048
10917,19890105,0.012195
10917,19890106,0
10917,19890109,0
10917,19890110,0.006024
10917,19890111,0
10917,19890112,0.005988
10917,19890113,-0.005952
10917,19890116,-0.005988
10917,19890117,0.010843
10917,19890118,-0.006024
10917,19890119,0
10917,19890120,0
10917,19890123,0
10917,19890124,0.006061
10917,19890125,-0.006024
10917,19890126,0
10917,19890127,0
10917,19890130,-0.042424
10917,19890131,0.044304
10917,19890201,0
10917,19890202,0
10917,19890203,0
10917,19890206,0
10917,19890207,0
10917,19890208,0.006061
10917,19890209,-0.006024
10917,19890210,0
10917,19890213,0
10917,19890214,0
10917,19890215,0.006061
10917,19890216,-0.006024
10917,19890217,0
10917,19890221,0
10917,19890222,0
10917,19890223,0
10917,19890224,0
10917,19890227,0.030303
10917,19890228,0.023529
10917,19890301,0.011494
10917,19890302,0.011364
10917,19890303,0.011236
10917,19890306,0
10917,19890307,0
10917,19890308,0.022222
10917,19890309,0.01087
10917,19890310,0
10917,19890313,-0.005376
10917,19890314,0
10917,19890315,0
10917,19890316,-0.010811
10917,19890317,0
10917,19890320,0
10917,19890321,0
10917,19890322,0
10917,19890323,0
10917,19890327,0.005464
10917,19890328,0
10917,19890329,0
10917,19890330,0
10917,19890331,0
10917,19890403,-0.010929
10917,19890404,0
10917,19890405,0
10917,19890406,0
10917,19890407,0.016575
10917,19890410,0
10917,19890411,0
10917,19890412,0
10917,19890413,0
10917,19890414,0
10917,19890417,0
10917,19890418,0
10917,19890419,0
10917,19890420,0
10917,19890421,0
10917,19890424,0
10917,19890425,0
10917,19890426,0
10917,19890427,0
10917,19890428,0
10917,19890501,-0.043478
10917,19890502,0.045455
10917,19890503,0
10917,19890504,0
10917,19890505,0
10917,19890508,0
10917,19890509,0
10917,19890510,0
10917,19890511,0
10917,19890512,0
10917,19890515,0
10917,19890516,0
10917,19890517,0
10917,19890518,0
10917,19890519,0
10917,19890522,0
10917,19890523,0
10917,19890524,0
10917,19890525,0
10917,19890526,0
10917,19890530,0
10917,19890531,0
10917,19890601,0
10917,19890602,0
10917,19890605,0
10917,19890606,0
10917,19890607,0
10917,19890608,0
10917,19890609,-0.016304
10917,19890612,0.016575
10917,19890613,0
10917,19890614,0
10917,19890615,0
10917,19890616,0
10917,19890619,0
10917,19890620,-0.054348
10917,19890621,0.057471
10917,19890622,0
10917,19890623,0
10917,19890626,0.005435
10917,19890627,-0.01087
10917,19890628,0
10917,19890629,0
10917,19890630,0
10917,19890703,0
10917,19890705,0
10917,19890706,0
10917,19890707,0
10917,19890710,0
10917,19890711,0
10917,19890712,0
10917,19890713,0
10917,19890714,0
10917,19890717,0
10917,19890718,0
10917,19890719,0
10917,19890720,0
10917,19890721,0
10917,19890724,0
10917,19890725,-0.032967
10917,19890726,0.034091
10917,19890727,0
10917,19890728,0
10917,19890731,0
10917,19890801,0
10917,19890802,0
10917,19890803,0
10917,19890804,0
10917,19890807,0
10917,19890808,0
10917,19890809,0
10917,19890810,0
10917,19890811,0
10917,19890814,0
10917,19890815,0
10917,19890816,0.010989
10917,19890817,-0.01087
10917,19890818,0.010989
10917,19890821,0
10917,19890822,-0.054348
10917,19890823,0.057471
10917,19890824,0
10917,19890825,0
10917,19890828,0
10917,19890829,0
10917,19890830,0
10917,19890831,0
10917,19890901,0
10917,19890905,0.005435
10917,19890906,0
10917,19890907,0
10917,19890908,0
10917,19890911,0
10917,19890912,0
10917,19890913,0
10917,19890914,0
10917,19890915,0
10917,19890918,0
10917,19890919,0
10917,19890920,0
10917,19890921,0
10917,19890922,0
10917,19890925,-0.043243
10917,19890926,0.051136
10917,19890927,0
10917,19890928,0
10917,19890929,0
10917,19891002,0
10917,19891003,0
10917,19891004,0
10917,19891005,0
10917,19891006,0
10917,19891009,0
10917,19891010,-0.005405
10917,19891011,0
10917,19891012,0
10917,19891013,0
10917,19891016,0
10917,19891017,0
10917,19891018,0
10917,19891019,0
10917,19891020,-0.01087
10917,19891023,0.010989
10917,19891024,0
10917,19891025,0
10917,19891026,0
10917,19891027,0
10917,19891030,0
10917,19891031,-0.021739
10917,19891101,0.022222
10917,19891102,0
10917,19891103,0
10917,19891106,0
10917,19891107,0
10917,19891108,-0.021739
10917,19891109,0.022222
10917,19891110,0
10917,19891113,-0.01087
10917,19891114,0.010989
10917,19891115,0
10917,19891116,0
10917,19891117,0
10917,19891120,0
10917,19891121,0
10917,19891122,0
10917,19891124,0
10917,19891127,0
10917,19891128,0
10917,19891129,0
10917,19891130,0
10917,19891201,0
10917,19891204,0
10917,19891205,0
10917,19891206,0
10917,19891207,0
10917,19891208,0
10917,19891211,0
10917,19891212,-0.005435
10917,19891213,0.005464
10917,19891214,0
10917,19891215,-0.01087
10917,19891218,0.010989
10917,19891219,0
10917,19891220,0
10917,19891221,0
10917,19891222,0.01087
10917,19891226,0
10917,19891227,0
10917,19891228,0
10917,19891229,0
10917,19900102,0
10917,19900103,0
10917,19900104,-0.043478
10917,19900105,0.045455
10917,19900108,0
10917,19900109,0
10917,19900110,0
10917,19900111,0
10917,19900112,0
10917,19900115,0
10917,19900116,0
10917,19900117,0
10917,19900118,0
10917,19900119,0
10917,19900122,-0.043478
10917,19900123,0.045455
10917,19900124,0
10917,19900125,-0.043478
10917,19900126,0.045455
10917,19900129,0
10917,19900130,0
10917,19900131,-0.021739
10917,19900201,0.022222
10917,19900202,0
10917,19900205,0
10917,19900206,0
10917,19900207,0
10917,19900208,0
10917,19900209,0
10917,19900212,-0.043478
10917,19900213,0.045455
10917,19900214,0
10917,19900215,0
10917,19900216,0
10917,19900220,0
10917,19900221,0
10917,19900222,0
10917,19900223,0
10917,19900226,0
10917,19900227,0
10917,19900228,0
10917,19900301,0
10917,19900302,0
10917,19900305,0
10917,19900306,0
10917,19900307,0
10917,19900308,0
10917,19900309,0
10917,19900312,0
10917,19900313,-0.032609
10917,19900314,0.033708
10917,19900315,0
10917,19900316,0
10917,19900319,0
10917,19900320,0
10917,19900321,0
10917,19900322,0
10917,19900323,0
10917,19900326,0.005435
10917,19900327,0
10917,19900328,0
10917,19900329,0
10917,19900330,0
10917,19900402,0
10917,19900403,0
10917,19900404,0
10917,19900405,0
10917,19900406,0
10917,19900409,0
10917,19900410,0
10917,19900411,0
10917,19900412,-0.043478
10917,19900416,0.045455
10917,19900417,0
10917,19900418,0
10917,19900419,0
10917,19900420,0
10917,19900423,0
10917,19900424,0
10917,19900425,0
10917,19900426,-0.043478
10917,19900427,0.045455
10917,19900430,0
10917,19900501,-0.043478
10917,19900502,0.005682
10917,19900503,0.016949
10917,19900504,0
10917,19900507,0
10917,19900508,0
10917,19900509,0
10917,19900510,0
10917,19900511,0
10917,19900514,0
10917,19900515,0
10917,19900516,0
10917,19900517,0
10917,19900518,0
10917,19900521,0
10917,19900522,0
10917,19900523,0
10917,19900524,-0.044444
10917,19900525,0.046512
10917,19900529,0
10917,19900530,0
10917,19900531,0
10917,19900601,-0.044444
10917,19900604,0.046512
10917,19900605,0
10917,19900606,0
10917,19900607,0
10917,19900608,0
10917,19900611,0
10917,19900612,0
10917,19900613,-0.044444
10917,19900614,0.046512
10917,19900615,0
10917,19900618,0
10917,19900619,0
10917,19900620,0
10917,19900621,0
10917,19900622,0.033333
10917,19900625,-0.032258
10917,19900626,0
10917,19900627,0.005556
10917,19900628,0
10917,19900629,0
10917,19900702,0
10917,19900703,0
10917,19900705,0
10917,19900706,0
10917,19900709,0
10917,19900710,0
10917,19900711,0
10917,19900712,0
10917,19900713,0
10917,19900716,0
10917,19900717,0
10917,19900718,0
10917,19900719,0
10917,19900720,0
10917,19900723,0
10917,19900724,0
10917,19900725,0
10917,19900726,0
10917,19900727,0
10917,19900730,0
10917,19900731,0
10917,19900801,0
10917,19900802,0
10917,19900803,0
10917,19900806,0
10917,19900807,-0.044444
10917,19900808,0.046512
10917,19900809,0
10917,19900810,0
10917,19900813,0
10917,19900814,0
10917,19900815,-0.044444
10917,19900816,0.046512
10917,19900817,0
10917,19900820,0
10917,19900821,0
10917,19900822,0
10917,19900823,0
10917,19900824,-0.011111
10917,19900827,0.011236
10917,19900828,0
10917,19900829,0
10917,19900830,0
10917,19900831,-0.044444
10917,19900904,0.046512
10917,19900905,0
10917,19900906,0
10917,19900907,0
10917,19900910,-0.022222
10917,19900911,0
10917,19900912,0
10917,19900913,0
10917,19900914,0
10917,19900917,0
10917,19900918,0
10917,19900919,0
10917,19900920,0
10917,19900921,0
10917,19900924,0.005682
10917,19900925,0
10917,19900926,-0.068182
10917,19900927,0
10917,19900928,0
10917,19901001,0
10917,19901002,-0.012195
10917,19901003,-0.08642
10917,19901004,0.094595
10917,19901005,0
10917,19901008,0
10917,19901009,0
10917,19901010,-0.012346
10917,19901011,-0.1
10917,19901012,0.027778
10917,19901015,0
10917,19901016,0
10917,19901017,0
10917,19901018,0
10917,19901019,0
10917,19901022,0
10917,19901023,0.006757
10917,19901024,
10917,19901030,
14603,20140411,C
14603,20140414,-0.019412
14603,20140415,-0.025795
14603,20140416,0.00431
14603,20140417,-0.01778
14603,20140421,0.006866
14603,20140422,0.042777
14603,20140423,0.017241
14603,20140424,0.001753
14603,20140425,0.042591
14603,20140428,0.005036
14603,20140429,-0.022829
14603,20140430,0.006268
14603,20140501,-0.003964
14603,20140502,0.010802
14603,20140505,0.010124
14603,20140506,-0.007795
14603,20140507,0.008417
14603,20140508,-0.007234
14603,20140509,-0.004484
14603,20140512,-0.001689
14603,20140513,0.006204
14603,20140514,0.003924
14603,20140515,0.002792
14603,20140516,-0.003341
14603,20140519,0.031844
14603,20140520,0.009204
14603,20140521,-0.013412
14603,20140522,0.011963
14603,20140523,0.002149
14603,20140527,0.014477
14603,20140528,-0.020085
14603,20140529,0.028047
14603,20140530,-0.001574
14603,20140602,0.009459
14603,20140603,0.023425
14603,20140604,0.034588
14603,20140605,0.016224
14603,20140606,-0.005806
14603,20140609,0.058394
14603,20140610,0.011034
14603,20140611,0.050932
14603,20140612,-0.038512
14603,20140613,-0.013051
14603,20140616,-0.046968
14603,20140617,-0.041627
14603,20140618,0.032451
14603,20140619,0.003868
14603,20140620,-0.013006
14603,20140623,0.020986
14603,20140624,0.005736
14603,20140625,0.0423
14603,20140626,-0.007752
14603,20140627,-0.047794
14603,20140630,0.059363
14603,20140701,0.009567
14603,20140702,0.011282
14603,20140703,0.004016
14603,20140707,-0.025778
14603,20140708,-0.070712
14603,20140709,-0.008346
14603,20140710,-0.029208
14603,20140711,0.030087
14603,20140714,0.000495
14603,20140715,-0.032657
14603,20140716,0.009719
14603,20140717,-0.006079
14603,20140718,0.022936
14603,20140721,0.000997
14603,20140722,-0.013937
14603,20140723,0.020697
14603,20140724,-0.013848
14603,20140725,-0.009027
14603,20140728,-0.009109
14603,20140729,-0.001021
14603,20140730,-0.022495
14603,20140731,-0.008368
14603,20140801,0.002637
14603,20140804,-0.021042
14603,20140805,-0.008598
14603,20140806,-0.007588
14603,20140807,-0.013654
14603,20140808,0.031008
14603,20140811,0.019871
14603,20140812,-0.032649
14603,20140813,0.028307
14603,20140814,-0.000529
14603,20140815,-0.019068
14603,20140818,0.029698
14603,20140819,0.000524
14603,20140820,-0.010482
14603,20140821,0.01589
14603,20140822,-0.007821
14603,20140825,0.012086
14603,20140826,0.007269
14603,20140827,-0.020619
14603,20140828,0.003684
14603,20140829,0.008915
14603,20140902,-0.017764
14603,20140903,0.009043
14603,20140904,0.001581
14603,20140905,0.047368
14603,20140908,-0.001005
14603,20140909,-0.011569
14603,20140910,0.010178
14603,20140911,0.007557
14603,20140912,-0.0025
14603,20140915,0.007519
14603,20140916,0.036318
14603,20140917,0.086894
14603,20140918,-0.010159
14603,20140919,0.013387
14603,20140922,-0.02598
14603,20140923,-0.007685
14603,20140924,0.020045
14603,20140925,-0.016972
14603,20140926,0.024534
14603,20140929,-0.014634
14603,20140930,0.008551
14603,20141001,-0.004909
14603,20141002,-0.030942
14603,20141003,-0.022212
14603,20141006,-0.001893
14603,20141007,0.012328
14603,20141008,0.051991
14603,20141009,-0.003117
14603,20141010,0.046449
14603,20141013,0.05335
14603,20141014,0.000405
14603,20141015,-0.027136
14603,20141016,-0.00791
14603,20141017,-0.008812
14603,20141020,0.022015
14603,20141021,0.006835
14603,20141022,0.012137
14603,20141023,-0.015041
14603,20141024,-0.014032
14603,20141027,-0.002093
14603,20141028,0.022232
14603,20141029,0.018055
14603,20141030,0.033857
14603,20141031,0.010526
14603,20141103,-0.005787
14603,20141104,0.022507
14603,20141105,0.009488
14603,20141106,0.009774
14603,20141107,0.055101
14603,20141110,-0.018702
14603,20141111,0.003955
14603,20141112,0.070201
14603,20141113,-0.014056
14603,20141114,0.069246
14603,20141117,-0.020635
14603,20141118,0.011345
14603,20141119,-0.022436
14603,20141120,0.008525
14603,20141121,-0.005527
14603,20141124,0.002615
14603,20141125,-0.008803
14603,20141126,-0.004605
14603,20141128,0.009914
14603,20141201,0.007199
14603,20141202,0.011082
14603,20141203,0.009994
14603,20141204,-0.003192
14603,20141205,0.023375
14603,20141208,0.032228
14603,20141209,-0.026372
14603,20141210,-0.012765
14603,20141211,0.005361
14603,20141212,-0.027603
14603,20141215,-0.05871
14603,20141216,-0.002742
14603,20141217,0.02268
14603,20141218,-0.016801
14603,20141219,0.016746
14603,20141222,-0.014454
14603,20141223,-0.039563
14603,20141224,0.019176
14603,20141226,0.069686
14603,20141229,-0.030945
14603,20141230,0.018487
14603,20141231,0.041254
14603,20150102,-0.022187
14603,20150105,-0.013614
14603,20150106,-0.020046
14603,20150107,0.01442
14603,20150108,0.003306
14603,20150109,-0.003954
14603,20150112,-0.022825
14603,20150113,-0.007448
14603,20150114,-0.008527
14603,20150115,-0.006536
14603,20150116,-0.00554
14603,20150120,0.001741
14603,20150121,-0.02016
14603,20150122,0.02696
14603,20150123,0.002418
14603,20150126,-0.00827
14603,20150127,-0.00139
14603,20150128,-0.017397
14603,20150129,0.006374
14603,20150130,-0.038353
14603,20150202,0.020124
14603,20150203,0.014527
14603,20150204,-0.013258
14603,20150205,0.006091
14603,20150206,-0.00463
14603,20150209,-0.001789
14603,20150210,0.005018
14603,20150211,0.059201
14603,20150212,0.026599
14603,20150213,0.011807
14603,20150217,0.069692
14603,20150218,0.003939
14603,20150219,0.037126
14603,20150220,0.004074
14603,20150223,0.004348
14603,20150224,0.034632
14603,20150225,0.00781
14603,20150226,0.007196
14603,20150227,-0.003298
14603,20150302,0.031155
14603,20150303,-0.026541
14603,20150304,-0.000275
14603,20150305,-0.038292
14603,20150306,0.002864
14603,20150309,0.008283
14603,20150310,-0.006232
14603,20150311,0.028791
14603,20150312,0.008174
14603,20150313,-0.011131
14603,20150316,-0.013897
14603,20150317,-0.007892
14603,20150318,-0.00625
14603,20150319,0.021727
14603,20150320,-0.004757
14603,20150323,-0.018836
14603,20150324,-0.016905
14603,20150325,0.001166
14603,20150326,-0.003202
14603,20150327,0.005549
14603,20150330,0.028754
14603,20150331,-0.000282
14603,20150401,0.007343
14603,20150402,-0.055228
14603,20150406,-0.000297
14603,20150407,0.008311
14603,20150408,0.002649
14603,20150409,0.012625
14603,20150410,-0.00029
14603,20150413,-0.014211
14603,20150414,-0.002942
14603,20150415,-0.004131
14603,20150416,0.014519
14603,20150417,-0.024825
14603,20150420,0.018269
14603,20150421,-0.048529
14603,20150422,0.033694
14603,20150423,-0.006878
14603,20150424,0
14603,20150427,-0.014152
14603,20150428,0.005803
14603,20150429,0.028545
14603,20150430,-0.062297
14603,20150501,0.060138
14603,20150504,0.014553
14603,20150505,-0.016686
14603,20150506,0.009527
14603,20150507,-0.001474
14603,20150508,0.005316
14603,20150511,-0.000294
14603,20150512,0.079342
14603,20150513,-0.02532
14603,20150514,0.018436
14603,20150515,0.000274
14603,20150518,0.028242
14603,20150519,-0.021867
14603,20150520,-0.017993
14603,20150521,-0.015825
14603,20150522,0.009309
14603,20150526,-0.026272
14603,20150527,0.030138
14603,20150528,-0.027306
14603,20150529,-0.008021
14603,20150601,0.006064
14603,20150602,-0.022453
14603,20150603,-0.001178
14603,20150604,-0.037146
14603,20150605,0.011941
14603,20150608,-0.013616
14603,20150609,-0.007669
14603,20150610,0.005255
14603,20150611,-0.008918
14603,20150612,0.008688
14603,20150615,-0.004614
14603,20150616,0.031211
14603,20150617,0.027869
14603,20150618,0.065015
14603,20150619,0.006022
14603,20150622,-0.010612
14603,20150623,0.001925
14603,20150624,-0.000823
14603,20150625,0.013461
14603,20150626,-0.002982
14603,20150629,-0.015769
14603,20150630,0.075691
14603,20150701,-0.023369
14603,20150702,-0.003681
14603,20150706,0.003959
14603,20150707,-0.014984
14603,20150708,-0.022952
14603,20150709,0.020213
14603,20150710,0.028916
14603,20150713,-0.002342
14603,20150714,0.001043
14603,20150715,-0.016415
14603,20150716,0.012715
14603,20150717,-0.001046
14603,20150720,-0.002095
14603,20150721,0.001837
14603,20150722,0.004715
14603,20150723,-0.010688
14603,20150724,-0.002635
14603,20150727,-0.033818
14603,20150728,0.010664
14603,20150729,0.005141
14603,20150730,0.044684
14603,20150731,0.01211
14603,20150803,-0.00942
14603,20150804,-0.005654
14603,20150805,0.016025
14603,20150806,-0.033325
14603,20150807,0.007632
14603,20150810,0.040742
14603,20150811,0.004768
14603,20150812,-0.014735
