DlyCalDt,INDNO,_NAME_,_LABEL_,COL1
19961015,1000080,DlyTotRet,Daily Total Return on Index,-0.001421759
19961016,1000080,DlyTotRet,Daily Total Return on Index,0.0008949114
19961017,1000080,DlyTotRet,Daily Total Return on Index,0.0025184859
19961018,1000080,DlyTotRet,Daily Total Return on Index,0.003692665
19961021,1000080,DlyTotRet,Daily Total Return on Index,-0.002430021
19961022,1000080,DlyTotRet,Daily Total Return on Index,-0.006109412
19961023,1000080,DlyTotRet,Daily Total Return on Index,0.0002642049
19961024,1000080,DlyTotRet,Daily Total Return on Index,-0.004380696
19961025,1000080,DlyTotRet,Daily Total Return on Index,-0.001838459
19961028,1000080,DlyTotRet,Daily Total Return on Index,-0.005609872
19961029,1000080,DlyTotRet,Daily Total Return on Index,0.002459155
19961030,1000080,DlyTotRet,Daily Total Return on Index,-5.22678E-6
19961031,1000080,DlyTotRet,Daily Total Return on Index,0.0061974053
19961101,1000080,DlyTotRet,Daily Total Return on Index,-0.001558142
19961104,1000080,DlyTotRet,Daily Total Return on Index,0.0028563128
19961105,1000080,DlyTotRet,Daily Total Return on Index,0.0085812268
19961106,1000080,DlyTotRet,Daily Total Return on Index,0.0136915249
19961107,1000080,DlyTotRet,Daily Total Return on Index,0.0041041194
19961108,1000080,DlyTotRet,Daily Total Return on Index,0.003755072
19961111,1000080,DlyTotRet,Daily Total Return on Index,0.0020123029
19961112,1000080,DlyTotRet,Daily Total Return on Index,-0.001739266
19961113,1000080,DlyTotRet,Daily Total Return on Index,0.0018925206
19961114,1000080,DlyTotRet,Daily Total Return on Index,0.0059060501
19961115,1000080,DlyTotRet,Daily Total Return on Index,0.0009491261
19961118,1000080,DlyTotRet,Daily Total Return on Index,-0.001414272
19961119,1000080,DlyTotRet,Daily Total Return on Index,0.0054185933
19961120,1000080,DlyTotRet,Daily Total Return on Index,0.0025274725
19961121,1000080,DlyTotRet,Daily Total Return on Index,-0.0018533
19961122,1000080,DlyTotRet,Daily Total Return on Index,0.0073790273
19961125,1000080,DlyTotRet,Daily Total Return on Index,0.009614547
19961126,1000080,DlyTotRet,Daily Total Return on Index,-0.001629339
19961127,1000080,DlyTotRet,Daily Total Return on Index,0.0003946214
19961129,1000080,DlyTotRet,Daily Total Return on Index,0.0029446422
19961202,1000080,DlyTotRet,Daily Total Return on Index,0.000522514
19961203,1000080,DlyTotRet,Daily Total Return on Index,-0.006779242
19961204,1000080,DlyTotRet,Daily Total Return on Index,-0.003173026
19961205,1000080,DlyTotRet,Daily Total Return on Index,-0.00059347
19961206,1000080,DlyTotRet,Daily Total Return on Index,-0.007232623
19961209,1000080,DlyTotRet,Daily Total Return on Index,0.0139009461
19961210,1000080,DlyTotRet,Daily Total Return on Index,-0.002451893
19961211,1000080,DlyTotRet,Daily Total Return on Index,-0.009266743
19961212,1000080,DlyTotRet,Daily Total Return on Index,-0.01217797
19961213,1000080,DlyTotRet,Daily Total Return on Index,-0.002677795
19961216,1000080,DlyTotRet,Daily Total Return on Index,-0.010525091
19961217,1000080,DlyTotRet,Daily Total Return on Index,0.0045651872
19961218,1000080,DlyTotRet,Daily Total Return on Index,0.008299661
19961219,1000080,DlyTotRet,Daily Total Return on Index,0.0157569433
19961220,1000080,DlyTotRet,Daily Total Return on Index,0.0030983476
19961223,1000080,DlyTotRet,Daily Total Return on Index,-0.003179327
19961224,1000080,DlyTotRet,Daily Total Return on Index,0.0047155761
19961226,1000080,DlyTotRet,Daily Total Return on Index,0.005695473
19961227,1000080,DlyTotRet,Daily Total Return on Index,0.0019622611
19961230,1000080,DlyTotRet,Daily Total Return on Index,-0.00194904
19961231,1000080,DlyTotRet,Daily Total Return on Index,-0.009416613
19970102,1000080,DlyTotRet,Daily Total Return on Index,-0.007358302
19970103,1000080,DlyTotRet,Daily Total Return on Index,0.0134922592
19970106,1000080,DlyTotRet,Daily Total Return on Index,0.0007025339
19970107,1000080,DlyTotRet,Daily Total Return on Index,0.0073505215
19970108,1000080,DlyTotRet,Daily Total Return on Index,-0.003751777
19970109,1000080,DlyTotRet,Daily Total Return on Index,0.0074993208
19970110,1000080,DlyTotRet,Daily Total Return on Index,0.0051460593
19970113,1000080,DlyTotRet,Daily Total Return on Index,-0.000107663
19970114,1000080,DlyTotRet,Daily Total Return on Index,0.0110408967
19970115,1000080,DlyTotRet,Daily Total Return on Index,-0.001529987
19970116,1000080,DlyTotRet,Daily Total Return on Index,0.0029160078
19970117,1000080,DlyTotRet,Daily Total Return on Index,0.0071288499
19970120,1000080,DlyTotRet,Daily Total Return on Index,0.0023942393
19970121,1000080,DlyTotRet,Daily Total Return on Index,0.0054288094
19970122,1000080,DlyTotRet,Daily Total Return on Index,0.0039669268
19970123,1000080,DlyTotRet,Daily Total Return on Index,-0.008095553
19970124,1000080,DlyTotRet,Daily Total Return on Index,-0.009255987
19970127,1000080,DlyTotRet,Daily Total Return on Index,-0.006595893
19970128,1000080,DlyTotRet,Daily Total Return on Index,0.0005193885
19970129,1000080,DlyTotRet,Daily Total Return on Index,0.0066771654
19970130,1000080,DlyTotRet,Daily Total Return on Index,0.0117750413
19970131,1000080,DlyTotRet,Daily Total Return on Index,0.003341247
19970203,1000080,DlyTotRet,Daily Total Return on Index,0.0002654681
19970204,1000080,DlyTotRet,Daily Total Return on Index,0.001368926
19970205,1000080,DlyTotRet,Daily Total Return on Index,-0.012224087
19970206,1000080,DlyTotRet,Daily Total Return on Index,0.0021277254
19970207,1000080,DlyTotRet,Daily Total Return on Index,0.0093672909
19970210,1000080,DlyTotRet,Daily Total Return on Index,-0.006290193
19970211,1000080,DlyTotRet,Daily Total Return on Index,0.0035716897
19970212,1000080,DlyTotRet,Daily Total Return on Index,0.0149279014
19970213,1000080,DlyTotRet,Daily Total Return on Index,0.0102109332
19970214,1000080,DlyTotRet,Daily Total Return on Index,-0.001745543
19970218,1000080,DlyTotRet,Daily Total Return on Index,0.0069308939
19970219,1000080,DlyTotRet,Daily Total Return on Index,-0.00285999
19970220,1000080,DlyTotRet,Daily Total Return on Index,-0.010985148
19970221,1000080,DlyTotRet,Daily Total Return on Index,-0.002204215
19970224,1000080,DlyTotRet,Daily Total Return on Index,0.0082456993
19970225,1000080,DlyTotRet,Daily Total Return on Index,0.0027093764
19970226,1000080,DlyTotRet,Daily Total Return on Index,-0.007352673
19970227,1000080,DlyTotRet,Daily Total Return on Index,-0.011941503
19970228,1000080,DlyTotRet,Daily Total Return on Index,-0.004612551
19970303,1000080,DlyTotRet,Daily Total Return on Index,0.0037578947
19970304,1000080,DlyTotRet,Daily Total Return on Index,-0.002235608
19970305,1000080,DlyTotRet,Daily Total Return on Index,0.0115497982
19970306,1000080,DlyTotRet,Daily Total Return on Index,-0.00250638
19970307,1000080,DlyTotRet,Daily Total Return on Index,0.0068144592
19970310,1000080,DlyTotRet,Daily Total Return on Index,0.0085704255
19970311,1000080,DlyTotRet,Daily Total Return on Index,-0.001959222
19970312,1000080,DlyTotRet,Daily Total Return on Index,-0.00771988
19970313,1000080,DlyTotRet,Daily Total Return on Index,-0.015964404
19970314,1000080,DlyTotRet,Daily Total Return on Index,0.0035258397
19970317,1000080,DlyTotRet,Daily Total Return on Index,-0.001183582
19970318,1000080,DlyTotRet,Daily Total Return on Index,-0.007267068
19970319,1000080,DlyTotRet,Daily Total Return on Index,-0.006177227
19970320,1000080,DlyTotRet,Daily Total Return on Index,-0.001847379
19970321,1000080,DlyTotRet,Daily Total Return on Index,0.0011602271
19970324,1000080,DlyTotRet,Daily Total Return on Index,0.0048403997
19970325,1000080,DlyTotRet,Daily Total Return on Index,-0.000335129
19970326,1000080,DlyTotRet,Daily Total Return on Index,0.0025183042
19970327,1000080,DlyTotRet,Daily Total Return on Index,-0.018548645
19970331,1000080,DlyTotRet,Daily Total Return on Index,-0.021989116
19970401,1000080,DlyTotRet,Daily Total Return on Index,0.0018267635
19970402,1000080,DlyTotRet,Daily Total Return on Index,-0.011309441
19970403,1000080,DlyTotRet,Daily Total Return on Index,-0.000272732
19970404,1000080,DlyTotRet,Daily Total Return on Index,0.0111106543
19970407,1000080,DlyTotRet,Daily Total Return on Index,0.0078635684
19970408,1000080,DlyTotRet,Daily Total Return on Index,0.0041915978
19970409,1000080,DlyTotRet,Daily Total Return on Index,-0.005361968
19970410,1000080,DlyTotRet,Daily Total Return on Index,-0.004025708
19970411,1000080,DlyTotRet,Daily Total Return on Index,-0.024128251
19970414,1000080,DlyTotRet,Daily Total Return on Index,0.0051690342
19970415,1000080,DlyTotRet,Daily Total Return on Index,0.0119988582
19970416,1000080,DlyTotRet,Daily Total Return on Index,0.0081218988
19970417,1000080,DlyTotRet,Daily Total Return on Index,-0.000862936
19970418,1000080,DlyTotRet,Daily Total Return on Index,0.0043129523
19970421,1000080,DlyTotRet,Daily Total Return on Index,-0.009271018
19970422,1000080,DlyTotRet,Daily Total Return on Index,0.0136839031
19970423,1000080,DlyTotRet,Daily Total Return on Index,-0.000012403
19970424,1000080,DlyTotRet,Daily Total Return on Index,-0.002016529
19970425,1000080,DlyTotRet,Daily Total Return on Index,-0.009074278
19970428,1000080,DlyTotRet,Daily Total Return on Index,0.0077913509
19970429,1000080,DlyTotRet,Daily Total Return on Index,0.0236485821
19970430,1000080,DlyTotRet,Daily Total Return on Index,0.0093427086
19970501,1000080,DlyTotRet,Daily Total Return on Index,-0.000316181
19970502,1000080,DlyTotRet,Daily Total Return on Index,0.0191735099
19970505,1000080,DlyTotRet,Daily Total Return on Index,0.0210075355
19970506,1000080,DlyTotRet,Daily Total Return on Index,-0.002736902
19970507,1000080,DlyTotRet,Daily Total Return on Index,-0.011099546
19970508,1000080,DlyTotRet,Daily Total Return on Index,0.0044497812
19970509,1000080,DlyTotRet,Daily Total Return on Index,0.0054142972
19970512,1000080,DlyTotRet,Daily Total Return on Index,0.0127597974
19970513,1000080,DlyTotRet,Daily Total Return on Index,-0.004298029
19970514,1000080,DlyTotRet,Daily Total Return on Index,0.0035119416
19970515,1000080,DlyTotRet,Daily Total Return on Index,0.0059369279
19970516,1000080,DlyTotRet,Daily Total Return on Index,-0.010439057
19970519,1000080,DlyTotRet,Daily Total Return on Index,0.0028463587
19970520,1000080,DlyTotRet,Daily Total Return on Index,0.0089111733
19970521,1000080,DlyTotRet,Daily Total Return on Index,-0.000618926
19970522,1000080,DlyTotRet,Daily Total Return on Index,-0.002137551
19970523,1000080,DlyTotRet,Daily Total Return on Index,0.0125695977
19970527,1000080,DlyTotRet,Daily Total Return on Index,0.0029880916
19970528,1000080,DlyTotRet,Daily Total Return on Index,-0.000999408
19970529,1000080,DlyTotRet,Daily Total Return on Index,-0.002345953
19970530,1000080,DlyTotRet,Daily Total Return on Index,0.0054162189
19970602,1000080,DlyTotRet,Daily Total Return on Index,0.0000901921
19970603,1000080,DlyTotRet,Daily Total Return on Index,-0.001243855
19970604,1000080,DlyTotRet,Daily Total Return on Index,-0.004104524
19970605,1000080,DlyTotRet,Daily Total Return on Index,0.0043719266
19970606,1000080,DlyTotRet,Daily Total Return on Index,0.0134993181
19970609,1000080,DlyTotRet,Daily Total Return on Index,0.0046144303
19970610,1000080,DlyTotRet,Daily Total Return on Index,0.0015262081
19970611,1000080,DlyTotRet,Daily Total Return on Index,0.0039564724
19970612,1000080,DlyTotRet,Daily Total Return on Index,0.0127199616
19970613,1000080,DlyTotRet,Daily Total Return on Index,0.0098502476
19970616,1000080,DlyTotRet,Daily Total Return on Index,0.0007354083
19970617,1000080,DlyTotRet,Daily Total Return on Index,0.0014770673
19970618,1000080,DlyTotRet,Daily Total Return on Index,-0.00368518
19970619,1000080,DlyTotRet,Daily Total Return on Index,0.009394001
19970620,1000080,DlyTotRet,Daily Total Return on Index,-0.000192626
19970623,1000080,DlyTotRet,Daily Total Return on Index,-0.017583585
19970624,1000080,DlyTotRet,Daily Total Return on Index,0.015658324
19970625,1000080,DlyTotRet,Daily Total Return on Index,-0.006573871
19970626,1000080,DlyTotRet,Daily Total Return on Index,-0.004564958
19970627,1000080,DlyTotRet,Daily Total Return on Index,0.004277992
19970630,1000080,DlyTotRet,Daily Total Return on Index,-0.000477742
19970701,1000080,DlyTotRet,Daily Total Return on Index,0.0057289121
19970702,1000080,DlyTotRet,Daily Total Return on Index,0.011721441
19970703,1000080,DlyTotRet,Daily Total Return on Index,0.0119004014
19970707,1000080,DlyTotRet,Daily Total Return on Index,-0.003371708
19970708,1000080,DlyTotRet,Daily Total Return on Index,0.0070215506
19970709,1000080,DlyTotRet,Daily Total Return on Index,-0.008635459
19970710,1000080,DlyTotRet,Daily Total Return on Index,0.0060420032
19970711,1000080,DlyTotRet,Daily Total Return on Index,0.0046600516
19970714,1000080,DlyTotRet,Daily Total Return on Index,0.0024457043
19970715,1000080,DlyTotRet,Daily Total Return on Index,0.0073845136
19970716,1000080,DlyTotRet,Daily Total Return on Index,0.0115118768
19970717,1000080,DlyTotRet,Daily Total Return on Index,-0.005120675
19970718,1000080,DlyTotRet,Daily Total Return on Index,-0.013529743
19970721,1000080,DlyTotRet,Daily Total Return on Index,-0.004247687
19970722,1000080,DlyTotRet,Daily Total Return on Index,0.019321998
19970723,1000080,DlyTotRet,Daily Total Return on Index,0.0032596624
19970724,1000080,DlyTotRet,Daily Total Return on Index,0.0031584902
19970725,1000080,DlyTotRet,Daily Total Return on Index,-0.00093049
19970728,1000080,DlyTotRet,Daily Total Return on Index,-0.001984248
19970729,1000080,DlyTotRet,Daily Total Return on Index,0.0051821652
19970730,1000080,DlyTotRet,Daily Total Return on Index,0.0108460119
19970731,1000080,DlyTotRet,Daily Total Return on Index,0.0022392568
19970801,1000080,DlyTotRet,Daily Total Return on Index,-0.005228738
19970804,1000080,DlyTotRet,Daily Total Return on Index,0.0032582958
19970805,1000080,DlyTotRet,Daily Total Return on Index,0.0035825671
19970806,1000080,DlyTotRet,Daily Total Return on Index,0.0073570564
19970807,1000080,DlyTotRet,Daily Total Return on Index,-0.007024295
19970808,1000080,DlyTotRet,Daily Total Return on Index,-0.017513186
19970811,1000080,DlyTotRet,Daily Total Return on Index,0.0013084864
19970812,1000080,DlyTotRet,Daily Total Return on Index,-0.008812034
19970813,1000080,DlyTotRet,Daily Total Return on Index,-0.002383538
19970814,1000080,DlyTotRet,Daily Total Return on Index,0.0025449469
19970815,1000080,DlyTotRet,Daily Total Return on Index,-0.019864486
19970818,1000080,DlyTotRet,Daily Total Return on Index,0.0078537363
19970819,1000080,DlyTotRet,Daily Total Return on Index,0.013942299
19970820,1000080,DlyTotRet,Daily Total Return on Index,0.0135185344
19970821,1000080,DlyTotRet,Daily Total Return on Index,-0.01182955
19970822,1000080,DlyTotRet,Daily Total Return on Index,-0.002578704
19970825,1000080,DlyTotRet,Daily Total Return on Index,-0.000651571
19970826,1000080,DlyTotRet,Daily Total Return on Index,-0.005629129
19970827,1000080,DlyTotRet,Daily Total Return on Index,0.0019106782
19970828,1000080,DlyTotRet,Daily Total Return on Index,-0.007694132
19970829,1000080,DlyTotRet,Daily Total Return on Index,-0.002002575
19970902,1000080,DlyTotRet,Daily Total Return on Index,0.0241409527
19970903,1000080,DlyTotRet,Daily Total Return on Index,0.0018961103
19970904,1000080,DlyTotRet,Daily Total Return on Index,0.002892216
19970905,1000080,DlyTotRet,Daily Total Return on Index,0.0006114087
19970908,1000080,DlyTotRet,Daily Total Return on Index,0.0032005817
19970909,1000080,DlyTotRet,Daily Total Return on Index,0.0029298634
19970910,1000080,DlyTotRet,Daily Total Return on Index,-0.01147102
19970911,1000080,DlyTotRet,Daily Total Return on Index,-0.006090296
19970912,1000080,DlyTotRet,Daily Total Return on Index,0.0117590088
19970915,1000080,DlyTotRet,Daily Total Return on Index,-0.002482725
19970916,1000080,DlyTotRet,Daily Total Return on Index,0.021914667
19970917,1000080,DlyTotRet,Daily Total Return on Index,-0.000470094
19970918,1000080,DlyTotRet,Daily Total Return on Index,0.0038614418
19970919,1000080,DlyTotRet,Daily Total Return on Index,0.0030517854
19970922,1000080,DlyTotRet,Daily Total Return on Index,0.0052806701
19970923,1000080,DlyTotRet,Daily Total Return on Index,-0.002469711
19970924,1000080,DlyTotRet,Daily Total Return on Index,-0.005757828
19970925,1000080,DlyTotRet,Daily Total Return on Index,-0.005498799
19970926,1000080,DlyTotRet,Daily Total Return on Index,0.0062154327
19970929,1000080,DlyTotRet,Daily Total Return on Index,0.0073806318
19970930,1000080,DlyTotRet,Daily Total Return on Index,-0.003268659
19971001,1000080,DlyTotRet,Daily Total Return on Index,0.0064336493
19971002,1000080,DlyTotRet,Daily Total Return on Index,0.0054081362
19971003,1000080,DlyTotRet,Daily Total Return on Index,0.0051409658
19971006,1000080,DlyTotRet,Daily Total Return on Index,0.0071003354
19971007,1000080,DlyTotRet,Daily Total Return on Index,0.0088738166
19971008,1000080,DlyTotRet,Daily Total Return on Index,-0.005794762
19971009,1000080,DlyTotRet,Daily Total Return on Index,-0.001887371
19971010,1000080,DlyTotRet,Daily Total Return on Index,-0.002733402
19971013,1000080,DlyTotRet,Daily Total Return on Index,0.0011819815
19971014,1000080,DlyTotRet,Daily Total Return on Index,0.0004826001
19971015,1000080,DlyTotRet,Daily Total Return on Index,-0.003302939
19971016,1000080,DlyTotRet,Daily Total Return on Index,-0.010226437
19971017,1000080,DlyTotRet,Daily Total Return on Index,-0.012782461
19971020,1000080,DlyTotRet,Daily Total Return on Index,0.0110904989
19971021,1000080,DlyTotRet,Daily Total Return on Index,0.0159273753
19971022,1000080,DlyTotRet,Daily Total Return on Index,-0.002620114
19971023,1000080,DlyTotRet,Daily Total Return on Index,-0.018019375
19971024,1000080,DlyTotRet,Daily Total Return on Index,-0.007926374
19971027,1000080,DlyTotRet,Daily Total Return on Index,-0.065249956
19971028,1000080,DlyTotRet,Daily Total Return on Index,0.040183426
19971029,1000080,DlyTotRet,Daily Total Return on Index,0.0012653788
19971030,1000080,DlyTotRet,Daily Total Return on Index,-0.015518248
19971031,1000080,DlyTotRet,Daily Total Return on Index,0.0117657335
19971103,1000080,DlyTotRet,Daily Total Return on Index,0.0230264333
19971104,1000080,DlyTotRet,Daily Total Return on Index,0.0023570657
19971105,1000080,DlyTotRet,Daily Total Return on Index,0.0038030172
19971106,1000080,DlyTotRet,Daily Total Return on Index,-0.004868211
19971107,1000080,DlyTotRet,Daily Total Return on Index,-0.012737113
19971110,1000080,DlyTotRet,Daily Total Return on Index,-0.004943826
19971111,1000080,DlyTotRet,Daily Total Return on Index,0.0005024949
19971112,1000080,DlyTotRet,Daily Total Return on Index,-0.01946096
19971113,1000080,DlyTotRet,Daily Total Return on Index,0.0081048106
19971114,1000080,DlyTotRet,Daily Total Return on Index,0.0120867117
19971117,1000080,DlyTotRet,Daily Total Return on Index,0.0182693745
19971118,1000080,DlyTotRet,Daily Total Return on Index,-0.007714122
19971119,1000080,DlyTotRet,Daily Total Return on Index,0.0041376095
19971120,1000080,DlyTotRet,Daily Total Return on Index,0.0134995548
19971121,1000080,DlyTotRet,Daily Total Return on Index,0.0027195006
19971124,1000080,DlyTotRet,Daily Total Return on Index,-0.016279863
19971125,1000080,DlyTotRet,Daily Total Return on Index,0.0032128671
19971126,1000080,DlyTotRet,Daily Total Return on Index,0.0015326194
19971128,1000080,DlyTotRet,Daily Total Return on Index,0.0037515147
19971201,1000080,DlyTotRet,Daily Total Return on Index,0.0173835394
19971202,1000080,DlyTotRet,Daily Total Return on Index,-0.002695668
19971203,1000080,DlyTotRet,Daily Total Return on Index,0.0053644255
19971204,1000080,DlyTotRet,Daily Total Return on Index,-0.001628099
19971205,1000080,DlyTotRet,Daily Total Return on Index,0.0098012256
19971208,1000080,DlyTotRet,Daily Total Return on Index,0.0009627501
19971209,1000080,DlyTotRet,Daily Total Return on Index,-0.007219046
19971210,1000080,DlyTotRet,Daily Total Return on Index,-0.00787171
19971211,1000080,DlyTotRet,Daily Total Return on Index,-0.015728533
19971212,1000080,DlyTotRet,Daily Total Return on Index,-0.002876241
19971215,1000080,DlyTotRet,Daily Total Return on Index,0.0063879606
19971216,1000080,DlyTotRet,Daily Total Return on Index,0.0060728004
19971217,1000080,DlyTotRet,Daily Total Return on Index,-0.000969304
19971218,1000080,DlyTotRet,Daily Total Return on Index,-0.010295964
19971219,1000080,DlyTotRet,Daily Total Return on Index,-0.006800689
19971222,1000080,DlyTotRet,Daily Total Return on Index,0.0058388039
19971223,1000080,DlyTotRet,Daily Total Return on Index,-0.011393951
19971224,1000080,DlyTotRet,Daily Total Return on Index,-0.005278414
19971226,1000080,DlyTotRet,Daily Total Return on Index,0.003286518
19971229,1000080,DlyTotRet,Daily Total Return on Index,0.0161760838
19971230,1000080,DlyTotRet,Daily Total Return on Index,0.0175615409
19971231,1000080,DlyTotRet,Daily Total Return on Index,0.0026045352
19980102,1000080,DlyTotRet,Daily Total Return on Index,0.002498065
19980105,1000080,DlyTotRet,Daily Total Return on Index,0.0022755532
19980106,1000080,DlyTotRet,Daily Total Return on Index,-0.010231578
19980107,1000080,DlyTotRet,Daily Total Return on Index,-0.003518711
19980108,1000080,DlyTotRet,Daily Total Return on Index,-0.008325018
19980109,1000080,DlyTotRet,Daily Total Return on Index,-0.029332888
19980112,1000080,DlyTotRet,Daily Total Return on Index,0.0069629826
19980113,1000080,DlyTotRet,Daily Total Return on Index,0.0152551431
19980114,1000080,DlyTotRet,Daily Total Return on Index,0.0063757891
19980115,1000080,DlyTotRet,Daily Total Return on Index,-0.00570757
19980116,1000080,DlyTotRet,Daily Total Return on Index,0.0112054781
19980120,1000080,DlyTotRet,Daily Total Return on Index,0.0162994012
19980121,1000080,DlyTotRet,Daily Total Return on Index,-0.006190858
19980122,1000080,DlyTotRet,Daily Total Return on Index,-0.008412001
19980123,1000080,DlyTotRet,Daily Total Return on Index,-0.004856898
19980126,1000080,DlyTotRet,Daily Total Return on Index,-0.002026362
19980127,1000080,DlyTotRet,Daily Total Return on Index,0.0098127968
19980128,1000080,DlyTotRet,Daily Total Return on Index,0.0100362503
19980129,1000080,DlyTotRet,Daily Total Return on Index,0.0073841758
19980130,1000080,DlyTotRet,Daily Total Return on Index,-0.003794668
19980202,1000080,DlyTotRet,Daily Total Return on Index,0.0189166624
19980203,1000080,DlyTotRet,Daily Total Return on Index,0.0051934712
19980204,1000080,DlyTotRet,Daily Total Return on Index,0.0026842301
19980205,1000080,DlyTotRet,Daily Total Return on Index,-0.000797561
19980206,1000080,DlyTotRet,Daily Total Return on Index,0.0076153102
19980209,1000080,DlyTotRet,Daily Total Return on Index,-0.000656277
19980210,1000080,DlyTotRet,Daily Total Return on Index,0.0080503344
19980211,1000080,DlyTotRet,Daily Total Return on Index,0.0015738879
19980212,1000080,DlyTotRet,Daily Total Return on Index,0.003472669
19980213,1000080,DlyTotRet,Daily Total Return on Index,-0.002178682
19980217,1000080,DlyTotRet,Daily Total Return on Index,0.0016608789
19980218,1000080,DlyTotRet,Daily Total Return on Index,0.0079738035
19980219,1000080,DlyTotRet,Daily Total Return on Index,-0.001956152
19980220,1000080,DlyTotRet,Daily Total Return on Index,0.0037662398
19980223,1000080,DlyTotRet,Daily Total Return on Index,0.0043940698
19980224,1000080,DlyTotRet,Daily Total Return on Index,-0.006709469
19980225,1000080,DlyTotRet,Daily Total Return on Index,0.0114804952
19980226,1000080,DlyTotRet,Daily Total Return on Index,0.005982855
19980227,1000080,DlyTotRet,Daily Total Return on Index,0.0007668236
19980302,1000080,DlyTotRet,Daily Total Return on Index,-0.001233979
19980303,1000080,DlyTotRet,Daily Total Return on Index,0.003597351
19980304,1000080,DlyTotRet,Daily Total Return on Index,-0.003851053
19980305,1000080,DlyTotRet,Daily Total Return on Index,-0.010026214
19980306,1000080,DlyTotRet,Daily Total Return on Index,0.0182626146
19980309,1000080,DlyTotRet,Daily Total Return on Index,-0.002917558
19980310,1000080,DlyTotRet,Daily Total Return on Index,0.0106091296
19980311,1000080,DlyTotRet,Daily Total Return on Index,0.0049191365
19980312,1000080,DlyTotRet,Daily Total Return on Index,0.0016524793
19980313,1000080,DlyTotRet,Daily Total Return on Index,-0.000509769
19980316,1000080,DlyTotRet,Daily Total Return on Index,0.0086954538
19980317,1000080,DlyTotRet,Daily Total Return on Index,0.0009841065
19980318,1000080,DlyTotRet,Daily Total Return on Index,0.004671646
19980319,1000080,DlyTotRet,Daily Total Return on Index,0.0040836387
19980320,1000080,DlyTotRet,Daily Total Return on Index,0.0059778489
19980323,1000080,DlyTotRet,Daily Total Return on Index,-0.002712985
19980324,1000080,DlyTotRet,Daily Total Return on Index,0.0084254481
19980325,1000080,DlyTotRet,Daily Total Return on Index,-0.00182876
19980326,1000080,DlyTotRet,Daily Total Return on Index,-0.000184278
19980327,1000080,DlyTotRet,Daily Total Return on Index,-0.003693668
19980330,1000080,DlyTotRet,Daily Total Return on Index,-0.002188569
19980331,1000080,DlyTotRet,Daily Total Return on Index,0.0076730087
19980401,1000080,DlyTotRet,Daily Total Return on Index,0.006150183
19980402,1000080,DlyTotRet,Daily Total Return on Index,0.0081774477
19980403,1000080,DlyTotRet,Daily Total Return on Index,0.0019426548
19980406,1000080,DlyTotRet,Daily Total Return on Index,-0.002447585
19980407,1000080,DlyTotRet,Daily Total Return on Index,-0.010432101
19980408,1000080,DlyTotRet,Daily Total Return on Index,-0.004352831
19980409,1000080,DlyTotRet,Daily Total Return on Index,0.0078089432
19980413,1000080,DlyTotRet,Daily Total Return on Index,-0.000310655
19980414,1000080,DlyTotRet,Daily Total Return on Index,0.0070682098
19980415,1000080,DlyTotRet,Daily Total Return on Index,0.0040306689
19980416,1000080,DlyTotRet,Daily Total Return on Index,-0.008238073
19980417,1000080,DlyTotRet,Daily Total Return on Index,0.0106808647
19980420,1000080,DlyTotRet,Daily Total Return on Index,0.0018730309
19980421,1000080,DlyTotRet,Daily Total Return on Index,0.0025975821
19980422,1000080,DlyTotRet,Daily Total Return on Index,0.0027981083
19980423,1000080,DlyTotRet,Daily Total Return on Index,-0.010749755
19980424,1000080,DlyTotRet,Daily Total Return on Index,-0.009535842
19980427,1000080,DlyTotRet,Daily Total Return on Index,-0.021239301
19980428,1000080,DlyTotRet,Daily Total Return on Index,0.0020422132
19980429,1000080,DlyTotRet,Daily Total Return on Index,0.0090580629
19980430,1000080,DlyTotRet,Daily Total Return on Index,0.0146249793
19980501,1000080,DlyTotRet,Daily Total Return on Index,0.006414245
19980504,1000080,DlyTotRet,Daily Total Return on Index,0.001748507
19980505,1000080,DlyTotRet,Daily Total Return on Index,-0.005628366
19980506,1000080,DlyTotRet,Daily Total Return on Index,-0.007840689
19980507,1000080,DlyTotRet,Daily Total Return on Index,-0.008102491
19980508,1000080,DlyTotRet,Daily Total Return on Index,0.0106603009
19980511,1000080,DlyTotRet,Daily Total Return on Index,-0.002002903
19980512,1000080,DlyTotRet,Daily Total Return on Index,0.0052044818
19980513,1000080,DlyTotRet,Daily Total Return on Index,0.0024806399
19980514,1000080,DlyTotRet,Daily Total Return on Index,-0.001593858
19980515,1000080,DlyTotRet,Daily Total Return on Index,-0.007217657
19980518,1000080,DlyTotRet,Daily Total Return on Index,-0.004328961
19980519,1000080,DlyTotRet,Daily Total Return on Index,0.0040162861
19980520,1000080,DlyTotRet,Daily Total Return on Index,0.0049060396
19980521,1000080,DlyTotRet,Daily Total Return on Index,-0.003106769
19980522,1000080,DlyTotRet,Daily Total Return on Index,-0.004930542
19980526,1000080,DlyTotRet,Daily Total Return on Index,-0.014828474
19980527,1000080,DlyTotRet,Daily Total Return on Index,-0.003927783
19980528,1000080,DlyTotRet,Daily Total Return on Index,0.0059681824
19980529,1000080,DlyTotRet,Daily Total Return on Index,-0.003673281
19980601,1000080,DlyTotRet,Daily Total Return on Index,-0.003556613
19980602,1000080,DlyTotRet,Daily Total Return on Index,0.0022433518
